channel,t,amplitude
Gearbox,0.633,-1.565658
Gearbox,0.634,-0.963264
Gearbox,0.635,-0.786232
Gearbox,0.636,-0.407201
Gearbox,0.637,0.32166
Gearbox,0.638,1.306939
Gearbox,0.639,1.314803
Gearbox,0.64,-0.074478
Gearbox,0.641,-0.960947
Gearbox,0.642,-1.035606
Gearbox,0.643,-0.856822
Gearbox,0.644,-0.382884
Gearbox,0.645,0.146656
Gearbox,0.646,1.390382
Gearbox,0.647,1.98629
Gearbox,0.648,0.365974
Gearbox,0.649,-0.603099
Gearbox,0.65,-0.490529
Gearbox,0.651,0.225727
Gearbox,0.652,-0.310461
Gearbox,0.653,-0.402086
Gearbox,0.654,0.724581
Gearbox,0.655,1.705615
Gearbox,0.656,0.322861
Gearbox,0.657,-0.247967
Gearbox,0.658,-0.920512
Gearbox,0.659,-0.708978
Gearbox,0.66,0.14319
Gearbox,0.661,-0.447948
Gearbox,0.662,-0.070942
Gearbox,0.663,0.896053
Gearbox,0.664,1.486523
Gearbox,0.665,-0.007983
Gearbox,0.666,-1.275512
Gearbox,0.667,-2.025191
Gearbox,0.668,-0.922414
Gearbox,0.669,-0.454271
Gearbox,0.67,-0.0191
Gearbox,0.671,0.474192
Gearbox,0.672,1.3619
Gearbox,0.673,-0.125922
Gearbox,0.674,-0.802952
Gearbox,0.675,-1.077643
Gearbox,0.676,-0.700482
Gearbox,0.677,-0.319679
Gearbox,0.678,-0.212542
Gearbox,0.679,0.052797
Gearbox,0.68,1.081512
Gearbox,0.681,0.59699
Gearbox,0.682,-1.098131
Gearbox,0.683,-1.195856
Gearbox,0.684,-1.026197
Gearbox,0.685,-0.372738
Gearbox,0.686,-0.292299
Gearbox,0.687,0.400576
Gearbox,0.688,1.304078
Gearbox,0.689,1.144214
Gearbox,0.69,-0.15716
Gearbox,0.691,-1.445865
Gearbox,0.692,-1.583658
Gearbox,0.693,-0.44666
Gearbox,0.694,-0.602732
Gearbox,0.695,-0.055674
Gearbox,0.696,1.123061
Gearbox,0.697,1.325921
Gearbox,0.698,0.943292
Gearbox,0.699,-0.205878
Gearbox,0.7,-0.264359
Gearbox,0.701,0.080289
Gearbox,0.702,0.442897
Gearbox,0.703,0.420035
Gearbox,0.704,1.227276
Gearbox,0.705,1.947162
Gearbox,0.706,0.80457
Gearbox,0.707,-0.155225
Gearbox,0.708,-0.798607
Gearbox,0.709,-0.185161
Gearbox,0.71,0.42615
Gearbox,0.711,-0.103998
Gearbox,0.712,0.443538
Gearbox,0.713,1.075573
Gearbox,0.714,1.092314
Gearbox,0.715,-0.891768
Gearbox,0.716,-1.448756
Gearbox,0.717,-1.379385
Gearbox,0.718,-0.773988
Gearbox,0.719,-0.388211
Gearbox,0.72,-0.282212
Gearbox,0.721,1.334185
Gearbox,0.722,1.713928
Gearbox,0.723,0.933246
Gearbox,0.724,-0.174011
Gearbox,0.725,-0.021332
Gearbox,0.726,0.834123
Gearbox,0.727,1.213438
Gearbox,0.728,0.778557
Gearbox,0.729,1.030963
Gearbox,0.73,2.157126
Gearbox,0.731,1.781209
Gearbox,0.732,0.393677
Gearbox,0.733,-0.86406
Gearbox,0.734,-0.460458
Gearbox,0.735,0.290825
Gearbox,0.736,-0.179134
Gearbox,0.737,0.014467
Gearbox,0.738,1.235763
Gearbox,0.739,1.148032
Gearbox,0.74,-0.651247
Gearbox,0.741,-1.323476
Gearbox,0.742,-1.067981
Gearbox,0.743,-0.976174
Gearbox,0.744,-0.093738
Gearbox,0.745,-0.323377
Gearbox,0.746,0.846324
Gearbox,0.747,1.860539
Gearbox,0.748,0.137921
Gearbox,0.749,-1.441925
Gearbox,0.75,-1.682096
Gearbox,0.751,-0.471663
Gearbox,0.752,-0.275008
Gearbox,0.753,-0.36315
Gearbox,0.754,0.255679
Gearbox,0.755,1.006916
Gearbox,0.756,0.700757
Gearbox,0.757,-0.600106
Gearbox,0.758,-1.105433
Gearbox,0.759,-0.900575
Gearbox,0.76,-0.254252
Gearbox,0.761,0.411245
Gearbox,0.762,0.635569
Gearbox,0.763,1.267338
Gearbox,0.764,1.061365
Gearbox,0.765,-0.446123
Gearbox,0.766,-1.715817
Gearbox,0.767,-0.909761
Gearbox,0.768,-0.148126
Gearbox,0.769,0.167518
Gearbox,0.77,0.638005
Gearbox,0.771,1.163587
Gearbox,0.772,1.688592
Gearbox,0.773,0.495
Gearbox,0.774,-0.921115
Gearbox,0.775,-1.064332
Gearbox,0.776,-0.201391
Gearbox,0.777,0.268084
Gearbox,0.778,0.537864
Gearbox,0.779,0.911584
Gearbox,0.78,1.162964
Gearbox,0.781,1.168852
Gearbox,0.782,0.108749
Gearbox,0.783,-1.191708
Gearbox,0.784,-0.361359
Gearbox,0.785,-0.119425
Gearbox,0.786,0.252487
Gearbox,0.787,0.903749
Gearbox,0.788,1.544659
Gearbox,0.789,1.516612
Gearbox,0.79,0.533114
Gearbox,0.791,-1.286359
Gearbox,0.792,-1.194585
Gearbox,0.793,-0.865828
Gearbox,0.794,-0.554191
Gearbox,0.795,-0.372869
Gearbox,0.796,0.692368
Gearbox,0.797,0.89209
Gearbox,0.798,0.059446
Gearbox,0.799,-0.980748
Gearbox,0.8,-1.007751
Gearbox,0.801,0.205412
Gearbox,0.802,0.357323
Gearbox,0.803,0.13984
Gearbox,0.804,0.812732
Gearbox,0.805,1.209083
Gearbox,0.806,0.949809
Gearbox,0.807,-0.358825
Gearbox,0.808,-0.790633
Gearbox,0.809,-0.551961
Gearbox,0.81,-0.24762
Gearbox,0.811,0.562598
Gearbox,0.812,0.642848
Gearbox,0.813,1.313346
Gearbox,0.814,0.831959
Gearbox,0.815,-0.034201
Gearbox,0.816,-0.542429
Gearbox,0.817,-0.375128
Gearbox,0.818,0.519053
Gearbox,0.819,0.780706
Gearbox,0.82,0.70376
Gearbox,0.821,1.2633
Gearbox,0.822,1.358387
Gearbox,0.823,0.980078
Gearbox,0.824,-0.500486
Gearbox,0.825,-0.931958
Gearbox,0.826,0.034532
Gearbox,0.827,0.448205
Gearbox,0.828,-0.083468
Gearbox,0.829,0.537329
Gearbox,0.83,1.457512
Gearbox,0.831,0.829446
Gearbox,0.832,-1.142112
Gearbox,0.833,-1.780354
Gearbox,0.834,-0.89173
Gearbox,0.835,-0.825087
Gearbox,0.836,-0.903891
Gearbox,0.837,0.199245
Gearbox,0.838,1.538319
Gearbox,0.839,1.173469
Gearbox,0.84,-0.197853
Gearbox,0.841,-0.849762
Gearbox,0.842,-1.084989
Gearbox,0.843,0.036141
Gearbox,0.844,0.023523
Gearbox,0.845,-0.595145
Gearbox,0.846,0.215788
Gearbox,0.847,0.585105
Gearbox,0.848,0.09082
Gearbox,0.849,-1.517322
Gearbox,0.85,-1.568309
Gearbox,0.851,-1.314499
Gearbox,0.852,-1.015189
Gearbox,0.853,-0.220827
Gearbox,0.854,0.024503
Gearbox,0.855,1.479069
Gearbox,0.856,0.852372
Gearbox,0.857,-0.750414
Gearbox,0.858,-1.563709
Gearbox,0.859,-0.802705
Gearbox,0.86,-0.02819
Gearbox,0.861,-0.33716
Gearbox,0.862,0.517289
Gearbox,0.863,1.685741
Gearbox,0.864,1.060676
Gearbox,0.865,0.068092
Gearbox,0.866,-0.472346
Gearbox,0.867,-0.696116
Gearbox,0.868,-0.846181
Gearbox,0.869,-0.532987
Gearbox,0.87,-0.499688
Gearbox,0.871,0.226259
Gearbox,0.872,1.043889
Gearbox,0.873,-0.132439
Gearbox,0.874,-1.865829
Gearbox,0.875,-1.470994
Gearbox,0.876,-0.810395
Gearbox,0.877,-0.505397
Gearbox,0.878,-0.50653
Gearbox,0.879,-0.012098
Gearbox,0.88,0.543845
Gearbox,0.881,-0.151566
Gearbox,0.882,-1.260217
Gearbox,0.883,-1.783781
Gearbox,0.884,-1.61061
Gearbox,0.885,-0.65096
Gearbox,0.886,-1.184921
Gearbox,0.887,-0.296388
Gearbox,0.888,0.40173
Gearbox,0.889,0.333829
Gearbox,0.89,-0.444274
Gearbox,0.891,-1.369981
Gearbox,0.892,-1.012246
Gearbox,0.893,-0.337016
Gearbox,0.894,-0.307447
Gearbox,0.895,-0.332085
Gearbox,0.896,0.224325
Gearbox,0.897,0.606205
Gearbox,0.898,-0.035155
Gearbox,0.899,-1.428164
Gearbox,0.9,-1.828293
Gearbox,0.901,-1.640635
Gearbox,0.902,-0.910815
Gearbox,0.903,-0.663089
Gearbox,0.904,0.376114
Gearbox,0.905,1.232518
Gearbox,0.906,0.8012
Gearbox,0.907,-0.790762
Gearbox,0.908,-2.008554
Gearbox,0.909,-1.531706
Gearbox,0.91,-0.926424
Gearbox,0.911,-0.115629
Gearbox,0.912,0.492775
Gearbox,0.913,0.46029
Gearbox,0.914,-0.354121
Gearbox,0.915,-1.291302
Gearbox,0.916,-1.875707
Gearbox,0.917,-2.100506
Gearbox,0.918,-1.731938
Gearbox,0.919,-1.24644
Gearbox,0.92,-1.281552
Gearbox,0.921,-0.441629
Gearbox,0.922,0.601034
Gearbox,0.923,0.042421
Gearbox,0.924,-1.25812
Gearbox,0.925,-1.540411
Gearbox,0.926,-1.299785
Gearbox,0.927,-0.57966
Gearbox,0.928,-0.686244
Gearbox,0.929,0.33462
Gearbox,0.93,1.350031
Gearbox,0.931,0.194863
Gearbox,0.932,-1.023023
Gearbox,0.933,-1.131343
Gearbox,0.934,-0.742405
Gearbox,0.935,-0.728009
Gearbox,0.936,-0.05563
Gearbox,0.937,0.185642
Gearbox,0.938,1.105566
Gearbox,0.939,0.712334
Gearbox,0.94,-0.314262
Gearbox,0.941,-1.630575
Gearbox,0.942,-1.093637
Gearbox,0.943,-0.446561
Gearbox,0.944,-0.002899
Gearbox,0.945,0.616398
Gearbox,0.946,1.367547
Gearbox,0.947,1.38297
Gearbox,0.948,0.212468
Gearbox,0.949,-0.892706
Gearbox,0.95,-1.26339
Gearbox,0.951,-0.521234
Gearbox,0.952,0.177348
Gearbox,0.953,-0.036196
Gearbox,0.954,0.539218
Gearbox,0.955,0.786585
Gearbox,0.956,0.502433
Gearbox,0.957,-0.957368
Gearbox,0.958,-1.707531
Gearbox,0.959,-1.422063
Gearbox,0.96,-0.262032
Gearbox,0.961,0.283793
Gearbox,0.962,0.727648
Gearbox,0.963,1.449032
Gearbox,0.964,1.539579
Gearbox,0.965,-0.162788
Gearbox,0.966,-1.282763
Gearbox,0.967,-1.200647
Gearbox,0.968,-0.384019
Gearbox,0.969,-0.961911
Gearbox,0.97,-0.446758
Gearbox,0.971,0.745321
Gearbox,0.972,1.25369
Gearbox,0.973,0.630106
Gearbox,0.974,-0.414897
Gearbox,0.975,-0.683683
Gearbox,0.976,0.094164
Gearbox,0.977,0.388836
Gearbox,0.978,0.734439
Gearbox,0.979,2.296012
Gearbox,0.98,2.456666
Gearbox,0.981,1.300878
Gearbox,0.982,0.068979
Gearbox,0.983,-1.093938
Gearbox,0.984,-0.134123
Gearbox,0.985,0.786229
Gearbox,0.986,0.57147
Gearbox,0.987,1.416448
Gearbox,0.988,1.790982
Gearbox,0.989,1.677654
Gearbox,0.99,0.398234
Gearbox,0.991,-0.540437
Gearbox,0.992,-0.839546
Gearbox,0.993,0.042568
Gearbox,0.994,0.23348
Gearbox,0.995,0.880691
Gearbox,0.996,1.884858
Gearbox,0.997,1.797612
Gearbox,0.998,1.010084
Gearbox,0.999,-0.359095
Gearbox,1.0,-1.106966
Gearbox,1.001,-0.143126
Gearbox,1.002,-0.468648
Gearbox,1.003,-0.398667
Gearbox,1.004,0.827196
Gearbox,1.005,1.266886
Gearbox,1.006,1.022805
Gearbox,1.007,0.239467
Gearbox,1.008,-0.61856
Gearbox,1.009,-0.033455
Gearbox,1.01,-0.050616
Gearbox,1.011,0.163703
Gearbox,1.012,0.509512
Gearbox,1.013,1.514957
Gearbox,1.014,1.135681
Gearbox,1.015,-0.304054
Gearbox,1.016,-1.299715
Gearbox,1.017,-1.658924
Gearbox,1.018,-0.963811
Gearbox,1.019,-0.269443
Gearbox,1.02,-0.19183
Gearbox,1.021,0.845189
Gearbox,1.022,1.05994
Gearbox,1.023,1.017507
Gearbox,1.024,-0.44741
Gearbox,1.025,-0.122442
Gearbox,1.026,0.097794
Gearbox,1.027,-0.301505
Gearbox,1.028,0.060038
Gearbox,1.029,0.71172
Gearbox,1.03,1.961759
Gearbox,1.031,1.382154
Gearbox,1.032,-0.315305
Gearbox,1.033,-0.657964
Gearbox,1.034,-0.763713
Gearbox,1.035,0.13027
Gearbox,1.036,0.456804
Gearbox,1.037,0.222474
Gearbox,1.038,1.604521
Gearbox,1.039,1.535431
Gearbox,1.04,-0.434087
Gearbox,1.041,-1.459193
Gearbox,1.042,-1.239516
Gearbox,1.043,-0.517435
Gearbox,1.044,-0.17139
Gearbox,1.045,0.124947
Gearbox,1.046,0.884029
Gearbox,1.047,1.414353
Gearbox,1.048,0.602386
Gearbox,1.049,-0.492941
Gearbox,1.05,-1.05632
Gearbox,1.051,-0.202418
Gearbox,1.052,-0.356439
Gearbox,1.053,-0.284125
Gearbox,1.054,0.254781
Gearbox,1.055,0.919076
Gearbox,1.056,0.499325
Gearbox,1.057,-0.066848
Gearbox,1.058,-1.92922
Gearbox,1.059,-1.225779
Gearbox,1.06,-1.263401
Gearbox,1.061,-0.522134
Gearbox,1.062,-0.170592
Gearbox,1.063,0.535357
Gearbox,1.064,0.507532
Gearbox,1.065,-0.485089
Gearbox,1.066,-1.523754
Gearbox,1.067,-1.515103
Gearbox,1.068,-1.118677
Gearbox,1.069,-0.522706
Gearbox,1.07,-0.096245
Gearbox,1.071,0.959368
Gearbox,1.072,1.687645
Gearbox,1.073,0.758665
Gearbox,1.074,-0.17938
Gearbox,1.075,-0.776557
Gearbox,1.076,-0.601636
Gearbox,1.077,-0.554032
Gearbox,1.078,-0.384905
Gearbox,1.079,0.248705
Gearbox,1.08,1.198666
Gearbox,1.081,1.122049
Gearbox,1.082,-0.232237
Gearbox,1.083,-0.732358
Gearbox,1.084,-0.570875
Gearbox,1.085,-0.234503
Gearbox,1.086,-0.108358
Gearbox,1.087,-0.076894
Gearbox,1.088,1.774658
Gearbox,1.089,1.345445
Gearbox,1.09,0.539495
Gearbox,1.091,-0.26672
Gearbox,1.092,-0.886409
Gearbox,1.093,-0.110445
Gearbox,1.094,0.819262
Gearbox,1.095,0.346442
Gearbox,1.096,0.880317
Gearbox,1.097,2.206666
Gearbox,1.098,1.326523
Gearbox,1.099,-0.648852
Gearbox,1.1,-0.565677
Gearbox,1.101,-0.375835
Gearbox,1.102,0.24452
Gearbox,1.103,0.247393
Gearbox,1.104,1.45702
Gearbox,1.105,1.673762
Gearbox,1.106,1.673199
Gearbox,1.107,0.070544
Gearbox,1.108,-0.178916
Gearbox,1.109,0.508769
Gearbox,1.11,0.781295
Gearbox,1.111,0.695888
Gearbox,1.112,1.052082
Gearbox,1.113,1.717097
Gearbox,1.114,1.759131
Gearbox,1.115,0.774693
Gearbox,1.116,-0.847092
Gearbox,1.117,-0.561198
Gearbox,1.118,0.368776
Gearbox,1.119,0.375706
Gearbox,1.12,0.413851
Gearbox,1.121,1.634575
Gearbox,1.122,2.408118
Gearbox,1.123,1.438696
Gearbox,1.124,0.104616
Gearbox,1.125,0.745041
Gearbox,1.126,1.197743
Gearbox,1.127,1.110041
Gearbox,1.128,1.194739
Gearbox,1.129,1.786198
Gearbox,1.13,2.737181
Gearbox,1.131,2.780622
Gearbox,1.132,0.989167
Gearbox,1.133,0.107387
Gearbox,1.134,0.334893
Gearbox,1.135,1.196451
Gearbox,1.136,1.848569
Gearbox,1.137,1.937561
Gearbox,1.138,2.610317
Gearbox,1.139,3.019345
Gearbox,1.14,1.445418
Gearbox,1.141,0.19903
Gearbox,1.142,0.047775
Gearbox,1.143,0.281903
Gearbox,1.144,0.510623
Gearbox,1.145,0.807164
Gearbox,1.146,1.267814
Gearbox,1.147,1.329033
Gearbox,1.148,0.40049
Gearbox,1.149,0.01853
Gearbox,1.15,0.249798
Gearbox,1.151,0.544934
Gearbox,1.152,0.953198
Gearbox,1.153,0.714072
Gearbox,1.154,1.465236
Gearbox,1.155,2.157906
Gearbox,1.156,1.336314
Gearbox,1.157,-0.076855
Gearbox,1.158,-0.132074
Gearbox,1.159,0.311872
Gearbox,1.16,0.920198
Gearbox,1.161,1.338724
Gearbox,1.162,1.358533
Gearbox,1.163,2.171236
Gearbox,1.164,2.522587
Gearbox,1.165,1.32405
Gearbox,1.166,0.268708
Gearbox,1.167,1.01544
Gearbox,1.168,1.216544
Gearbox,1.169,0.858726
Gearbox,1.17,1.741938
Gearbox,1.171,2.271431
Gearbox,1.172,3.081136
Gearbox,1.173,1.879213
Gearbox,1.174,0.757485
Gearbox,1.175,0.124085
Gearbox,1.176,1.015989
Gearbox,1.177,1.434835
Gearbox,1.178,1.273349
Gearbox,1.179,1.897337
Gearbox,1.18,2.326285
Gearbox,1.181,2.248166
Gearbox,1.182,0.971367
Gearbox,1.183,0.035313
Gearbox,1.184,0.354604
Gearbox,1.185,0.994981
Gearbox,1.186,0.542915
Gearbox,1.187,1.754345
Gearbox,1.188,1.720377
Gearbox,1.189,1.903638
Gearbox,1.19,0.713406
Gearbox,1.191,-0.079748
Gearbox,1.192,0.331909
Gearbox,1.193,0.818756
Gearbox,1.194,1.240029
Gearbox,1.195,1.571069
Gearbox,1.196,2.285473
Gearbox,1.197,2.305712
Gearbox,1.198,1.558415
Gearbox,1.199,-0.004742
Gearbox,1.2,-0.938342
Gearbox,1.201,0.269656
Gearbox,1.202,0.950645
Gearbox,1.203,1.005676
Gearbox,1.204,1.19339
Gearbox,1.205,2.219939
Gearbox,1.206,1.726145
Gearbox,1.207,-0.046579
Gearbox,1.208,-0.785779
Gearbox,1.209,-0.138634
Gearbox,1.21,0.634685
Gearbox,1.211,0.576808
Gearbox,1.212,1.415665
Gearbox,1.213,1.752606
Gearbox,1.214,2.344331
Gearbox,1.215,0.770663
Gearbox,1.216,-0.124875
Gearbox,1.217,-0.17553
Gearbox,1.218,0.388522
Gearbox,1.219,0.108934
Gearbox,1.22,0.473598
Gearbox,1.221,1.463962
Gearbox,1.222,2.108177
Gearbox,1.223,1.145771
Gearbox,1.224,-0.127868
Gearbox,1.225,-0.448907
Gearbox,1.226,-0.000859
Gearbox,1.227,0.284868
Gearbox,1.228,0.272826
Gearbox,1.229,1.111663
Gearbox,1.23,1.388727
Gearbox,1.231,1.576038
Gearbox,1.232,0.230439
Gearbox,1.233,-0.302308
Gearbox,1.234,0.305196
Gearbox,1.235,0.720805
Gearbox,1.236,0.888614
Gearbox,1.237,1.039334
Gearbox,1.238,1.871624
Gearbox,1.239,1.497086
Gearbox,1.24,0.089086
Gearbox,1.241,-0.590179
Gearbox,1.242,-0.407421
Gearbox,1.243,0.304568
Gearbox,1.244,1.227285
Gearbox,1.245,0.924406
Gearbox,1.246,1.874163
Gearbox,1.247,2.386532
Gearbox,1.248,1.435279
Gearbox,1.249,0.089891
Gearbox,1.25,-0.129371
Gearbox,1.251,0.420776
Gearbox,1.252,0.811913
Gearbox,1.253,1.289201
Gearbox,1.254,1.451993
Gearbox,1.255,2.193846
Gearbox,1.256,1.469901
Gearbox,1.257,-0.104041
Gearbox,1.258,-0.132166
Gearbox,1.259,-0.287206
Gearbox,1.26,-0.121718
Gearbox,1.261,0.452784
Gearbox,1.262,1.240148
Gearbox,1.263,1.785556
Gearbox,1.264,1.616256
Gearbox,1.265,0.473286
Gearbox,1.266,-0.550448
Gearbox,1.267,-0.338843
Gearbox,1.268,0.074414
Gearbox,1.269,0.695826
Gearbox,1.27,0.69151
Gearbox,1.271,1.21883
Gearbox,1.272,1.161079
Gearbox,1.273,0.357904
Gearbox,1.274,-0.22701
Gearbox,1.275,-0.91842
Gearbox,1.276,0.126698
Gearbox,1.277,-0.314718
Gearbox,1.278,0.395925
Gearbox,1.279,1.813355
Gearbox,1.28,1.721678
Gearbox,1.281,2.014177
Gearbox,1.282,-0.196075
Gearbox,1.283,-0.530986
Gearbox,1.284,-0.264881
Gearbox,1.285,0.109707
Gearbox,1.286,0.085735
Gearbox,1.287,0.806894
Gearbox,1.288,1.12078
Gearbox,1.289,1.494233
Gearbox,1.29,-0.132663
Gearbox,1.291,-0.937151
Gearbox,1.292,-0.494058
Gearbox,1.293,0.048188
Gearbox,1.294,0.335988
Gearbox,1.295,0.634067
Gearbox,1.296,1.655724
Gearbox,1.297,2.352554
Gearbox,1.298,1.1085
Gearbox,1.299,-0.418805
Gearbox,1.3,-0.837616
Gearbox,1.301,0.080382
Gearbox,1.302,0.53549
Gearbox,1.303,0.245269
Gearbox,1.304,0.66797
Gearbox,1.305,1.694937
Gearbox,1.306,1.024531
Gearbox,1.307,-0.481963
Gearbox,1.308,-1.855494
Gearbox,1.309,-1.332057
Gearbox,1.31,-0.49491
Gearbox,1.311,-0.280942
Gearbox,1.312,0.496145
Gearbox,1.313,0.843205
Gearbox,1.314,1.248036
Gearbox,1.315,0.183551
Gearbox,1.316,-0.542807
Gearbox,1.317,-0.591827
Gearbox,1.318,0.031065
Gearbox,1.319,0.057184
Gearbox,1.32,0.509654
Gearbox,1.321,1.41728
Gearbox,1.322,1.438492
Gearbox,1.323,-0.240981
Gearbox,1.324,-1.068936
Gearbox,1.325,-1.537065
Gearbox,1.326,-0.999265
Gearbox,1.327,-1.12531
Gearbox,1.328,-0.515673
Gearbox,1.329,0.781386
Gearbox,1.33,0.699286
Gearbox,1.331,0.349093
Gearbox,1.332,-1.298479
Gearbox,1.333,-1.532052
Gearbox,1.334,-1.476903
Gearbox,1.335,-0.988834
Gearbox,1.336,-0.816936
Gearbox,1.337,-0.280844
Gearbox,1.338,0.980782
Gearbox,1.339,0.53473
Gearbox,1.34,0.03378
Gearbox,1.341,-1.29036
Gearbox,1.342,-1.221032
Gearbox,1.343,-0.722059
Gearbox,1.344,-1.011175
Gearbox,1.345,-0.683566
Gearbox,1.346,0.242215
Gearbox,1.347,0.605117
Gearbox,1.348,0.681005
Gearbox,1.349,-0.336053
Gearbox,1.35,-1.162886
Gearbox,1.351,-0.213925
Gearbox,1.352,0.333091
Gearbox,1.353,0.470282
Gearbox,1.354,0.666543
Gearbox,1.355,1.553836
Gearbox,1.356,1.783304
Gearbox,1.357,0.36124
Gearbox,1.358,-0.004601
Gearbox,1.359,-0.343859
Gearbox,1.36,0.339288
Gearbox,1.361,0.694124
Gearbox,1.362,0.966827
Gearbox,1.363,1.441922
Gearbox,1.364,1.057509
Gearbox,1.365,0.173007
Gearbox,1.366,-0.871999
Gearbox,1.367,-0.352036
Gearbox,1.368,0.089212
Gearbox,1.369,-0.168006
Gearbox,1.37,0.705574
Gearbox,1.371,1.499241
Gearbox,1.372,2.090964
Gearbox,1.373,0.797727
Gearbox,1.374,-0.041258
Gearbox,1.375,-0.469943
Gearbox,1.376,0.009674
Gearbox,1.377,0.207967
Gearbox,1.378,0.403571
Gearbox,1.379,1.153967
Gearbox,1.38,2.192963
Gearbox,1.381,1.963336
Gearbox,1.382,-0.003768
Gearbox,1.383,-0.145027
Gearbox,1.384,0.270589
Gearbox,1.385,0.451389
Gearbox,1.386,0.638042
Gearbox,1.387,1.360321
Gearbox,1.388,1.689221
Gearbox,1.389,1.579128
Gearbox,1.39,0.239812
Gearbox,1.391,-0.892292
Gearbox,1.392,-0.710297
Gearbox,1.393,0.380436
Gearbox,1.394,0.369956
Gearbox,1.395,0.341689
Gearbox,1.396,1.149662
Gearbox,1.397,1.901632
Gearbox,1.398,0.920405
Gearbox,1.399,-0.930908
Gearbox,1.4,-1.068359
Gearbox,1.401,-0.239304
Gearbox,1.402,-0.300601
Gearbox,1.403,-0.129185
Gearbox,1.404,0.433918
Gearbox,1.405,1.464539
Gearbox,1.406,0.878332
Gearbox,1.407,-0.549529
Gearbox,1.408,-1.203357
Gearbox,1.409,-0.556341
Gearbox,1.41,-0.402349
Gearbox,1.411,-0.060588
Gearbox,1.412,-0.148779
Gearbox,1.413,0.878766
Gearbox,1.414,1.124967
Gearbox,1.415,-0.274109
Gearbox,1.416,-1.487255
Gearbox,1.417,-1.325147
Gearbox,1.418,-1.057109
Gearbox,1.419,-0.575534
Gearbox,1.42,-0.408819
Gearbox,1.421,0.108129
Gearbox,1.422,1.107347
Gearbox,1.423,0.770627
Gearbox,1.424,-1.032489
Gearbox,1.425,-1.491688
Gearbox,1.426,-0.869906
Gearbox,1.427,-0.280483
Gearbox,1.428,-0.269915
Gearbox,1.429,0.420943
Gearbox,1.43,0.984411
Gearbox,1.431,0.817054
Gearbox,1.432,-0.703143
Gearbox,1.433,-0.914771
Gearbox,1.434,-0.935906
Gearbox,1.435,-1.127566
Gearbox,1.436,-0.75269
Gearbox,1.437,0.003152
Gearbox,1.438,1.330237
Gearbox,1.439,1.234591
Gearbox,1.44,-0.441192
Gearbox,1.441,-1.385184
Gearbox,1.442,-1.187835
Gearbox,1.443,0.083758
Gearbox,1.444,-0.528258
Gearbox,1.445,-0.5371
Gearbox,1.446,0.875202
Gearbox,1.447,0.952585
Gearbox,1.448,0.016706
Gearbox,1.449,-1.500731
Gearbox,1.45,-1.206121
Gearbox,1.451,-0.754194
Gearbox,1.452,-1.022948
Gearbox,1.453,-0.376787
Gearbox,1.454,0.628031
Gearbox,1.455,0.722036
Gearbox,1.456,0.402933
Gearbox,1.457,-1.096085
Gearbox,1.458,-2.236347
Gearbox,1.459,-1.000444
Gearbox,1.46,-0.561604
Gearbox,1.461,-0.475046
Gearbox,1.462,-0.715288
Gearbox,1.463,0.897102
Gearbox,1.464,0.993699
Gearbox,1.465,-0.277367
Gearbox,1.466,-2.008005
Gearbox,1.467,-1.383401
Gearbox,1.468,-0.866612
Gearbox,1.469,-0.680577
Gearbox,1.47,-0.367316
Gearbox,1.471,0.297224
Gearbox,1.472,0.799584
Gearbox,1.473,-0.148089
Gearbox,1.474,-1.595313
Gearbox,1.475,-1.188805
Gearbox,1.476,-0.568979
Gearbox,1.477,-0.556201
Gearbox,1.478,-0.282474
Gearbox,1.479,0.045233
Gearbox,1.48,0.837598
Gearbox,1.481,1.020998
Gearbox,1.482,-0.558943
Gearbox,1.483,-0.83871
Gearbox,1.484,-0.587279
Gearbox,1.485,-0.146415
Gearbox,1.486,-0.150735
Gearbox,1.487,0.569791
Gearbox,1.488,1.80351
Gearbox,1.489,2.110562
Gearbox,1.49,0.351856
Gearbox,1.491,-0.644317
Gearbox,1.492,-0.677548
Gearbox,1.493,0.094463
Gearbox,1.494,0.778691
Gearbox,1.495,0.528881
Gearbox,1.496,1.438363
Gearbox,1.497,2.240526
Gearbox,1.498,1.2665
Gearbox,1.499,-0.036893
Gearbox,1.5,-0.655791
Gearbox,1.501,-0.297728
Gearbox,1.502,0.227895
Gearbox,1.503,0.157775
Gearbox,1.504,1.335245
Gearbox,1.505,1.82275
Gearbox,1.506,1.258343
Gearbox,1.507,-0.059615
Gearbox,1.508,-1.391838
Gearbox,1.509,0.29623
Gearbox,1.51,0.108594
Gearbox,1.511,0.421074
Gearbox,1.512,0.946411
Gearbox,1.513,1.865502
Gearbox,1.514,1.591427
Gearbox,1.515,0.038856
Gearbox,1.516,-0.64559
Gearbox,1.517,-0.537371
Gearbox,1.518,-0.45186
Gearbox,1.519,-0.530026
Gearbox,1.52,0.014168
Gearbox,1.521,0.666316
Gearbox,1.522,0.918039
Gearbox,1.523,0.662767
Gearbox,1.524,-0.334388
Gearbox,1.525,-1.044034
Gearbox,1.526,-0.459357
Gearbox,1.527,-0.288652
Gearbox,1.528,0.035253
Gearbox,1.529,0.625752
Gearbox,1.53,1.271235
Gearbox,1.531,0.772782
Gearbox,1.532,-0.822188
Gearbox,1.533,-1.101607
Gearbox,1.534,-1.249282
Gearbox,1.535,-0.775929
Gearbox,1.536,-0.347869
Gearbox,1.537,0.464918
