x,y,label,pred,split
16.8523,-2.0274,B-cell,B-cell,train
16.1597,-1.7025,B-cell,B-cell,train
-8.4073,10.2618,Monocyte,Monocyte,train
-8.9819,-10.0839,Dendritic,Monocyte,test
16.2831,-2.8717,NK,NK,test
11.5068,-2.4045,T-cell,T-cell,train
10.9121,-10.3792,T-cell,T-cell,test
15.8268,3.1916,T-cell,B-cell,test
11.4822,-8.9137,Platelet,Platelet,train
-9.6938,8.1995,Monocyte,Monocyte,train
-15.2715,0.6749,Neutrophil,Neutrophil,train
12.4263,-4.1846,NK,NK,train
19.1299,-0.083,B-cell,B-cell,test
-1.441,-15.6385,Erythrocyte,Erythrocyte,train
-16.3265,-1.0604,Neutrophil,Neutrophil,train
12.0179,-2.3993,B-cell,B-cell,train
-9.5759,-11.5266,Dendritic,Dendritic,train
-12.8398,-0.6049,Neutrophil,Neutrophil,train
-12.5087,2.0408,Neutrophil,Neutrophil,train
-14.5711,7.7693,Neutrophil,Dendritic,train
-13.7457,0.2888,Neutrophil,Neutrophil,train
8.317,-6.0359,T-cell,T-cell,train
19.2154,2.9463,B-cell,B-cell,train
15.2463,-3.0358,T-cell,T-cell,test
7.4031,-11.3785,Platelet,Platelet,test
-14.2174,-2.257,Neutrophil,Neutrophil,train
13.2762,4.8349,T-cell,T-cell,train
24.52,-2.5954,NK,NK,train
11.8847,-6.4164,NK,B-cell,train
14.9472,1.2854,B-cell,B-cell,train
-17.3726,-4.3077,Neutrophil,Neutrophil,train
10.3436,0.0201,T-cell,T-cell,train
20.7993,10.2448,B-cell,B-cell,test
-11.8222,5.7634,Monocyte,Monocyte,train
-10.2637,10.0352,Monocyte,Monocyte,train
-6.5081,-5.3604,Dendritic,Dendritic,train
10.5117,-8.6465,NK,NK,train
25.5135,5.8293,B-cell,B-cell,train
6.0405,-14.1508,Erythrocyte,Erythrocyte,test
-2.9065,-9.0328,Erythrocyte,Erythrocyte,train
18.9189,-6.2817,NK,NK,train
-5.6365,-4.4276,Erythrocyte,Erythrocyte,train
-15.5068,2.3533,Neutrophil,Neutrophil,train
10.6391,-6.5579,Platelet,Platelet,train
18.4102,-8.8887,NK,NK,train
-6.1259,-7.1189,Dendritic,Dendritic,train
-14.7534,-2.1558,Monocyte,Monocyte,test
21.9571,2.1341,B-cell,T-cell,test
-0.2256,-12.8315,Erythrocyte,Erythrocyte,train
-14.9038,-1.6128,Neutrophil,Neutrophil,train
12.8202,4.8497,T-cell,T-cell,train
-4.1652,-10.3646,Erythrocyte,Erythrocyte,train
-6.6843,-8.3255,Dendritic,Dendritic,test
9.5888,-2.5381,T-cell,T-cell,test
13.2949,-1.3564,T-cell,T-cell,train
-11.1121,12.2928,Monocyte,Monocyte,train
0.5725,-15.2067,Erythrocyte,Erythrocyte,train
0.5283,-14.8116,Erythrocyte,Erythrocyte,train
20.2072,3.6797,B-cell,B-cell,train
13.308,1.2873,B-cell,B-cell,train
11.5342,-5.385,B-cell,B-cell,train
11.6728,-6.8531,T-cell,NK,test
15.1646,0.9959,B-cell,B-cell,train
11.5369,-0.1502,T-cell,T-cell,test
15.7976,6.5875,T-cell,T-cell,train
-13.5095,1.126,Neutrophil,Neutrophil,train
4.0076,-3.268,NK,NK,train
-10.8169,6.1385,Monocyte,Monocyte,train
-6.3792,-9.6907,Dendritic,Dendritic,train
14.7292,0.6962,T-cell,T-cell,train
11.8492,-2.5566,T-cell,NK,train
18.2111,-1.9134,B-cell,B-cell,train
-11.446,9.156,Monocyte,Monocyte,test
17.8588,6.2132,B-cell,B-cell,test
-1.3475,-12.0378,Erythrocyte,Erythrocyte,train
-2.8128,-15.1456,Erythrocyte,Erythrocyte,train
11.3878,-0.8142,T-cell,T-cell,train
22.207,7.3941,B-cell,B-cell,test
-0.8723,-14.6069,Erythrocyte,Erythrocyte,train
-7.3548,-10.6433,Dendritic,Dendritic,train
16.0923,-3.5882,T-cell,B-cell,test
15.5164,-3.4218,NK,NK,train
7.1668,-12.5967,Platelet,Platelet,train
-13.8158,0.1626,Neutrophil,Neutrophil,train
-2.2747,-10.4039,Erythrocyte,Erythrocyte,train
15.8074,-2.8072,B-cell,B-cell,test
-7.7355,-8.1309,Dendritic,Dendritic,train
19.0493,1.2143,B-cell,B-cell,train
-12.9927,9.1543,Monocyte,Monocyte,test
-13.3245,4.9669,Monocyte,Monocyte,train
13.7927,-0.4245,T-cell,T-cell,train
-0.4953,-19.871,Erythrocyte,Erythrocyte,train
-12.8288,-14.2686,Dendritic,Dendritic,train
0.8301,-14.2889,Erythrocyte,NK,train
15.0498,-0.0744,T-cell,T-cell,test
11.1343,-3.7605,NK,NK,train
4.4219,-5.0236,NK,B-cell,train
12.223,-5.3001,T-cell,T-cell,test
-11.1816,9.8953,Monocyte,Monocyte,train
16.3136,8.9905,T-cell,T-cell,train
10.3799,-8.1614,T-cell,T-cell,train
12.2806,-1.7255,T-cell,T-cell,test
-15.069,-9.8511,Dendritic,Dendritic,test
-0.9972,-18.192,Erythrocyte,Erythrocyte,train
16.5352,1.2006,B-cell,NK,train
5.7162,-11.7848,Platelet,Platelet,test
1.1809,-15.784,Erythrocyte,Erythrocyte,train
-0.6376,-12.2017,Erythrocyte,Erythrocyte,train
18.0706,-1.2581,NK,NK,test
-6.4017,-10.0918,Dendritic,Dendritic,train
-12.6735,-9.3554,Dendritic,Dendritic,train
20.5549,7.0123,B-cell,B-cell,train
9.987,-9.9364,Platelet,Platelet,test
-11.5357,1.2194,Neutrophil,Neutrophil,train
-11.4339,7.0916,Monocyte,Monocyte,train
15.8696,-0.1261,B-cell,B-cell,train
13.727,-5.3583,T-cell,T-cell,train
9.0415,-4.6966,T-cell,T-cell,test
7.5131,-13.619,Platelet,Platelet,test
15.1772,4.4543,T-cell,T-cell,train
9.7029,-11.2528,Platelet,Platelet,train
-10.4494,-9.6986,Dendritic,Dendritic,train
12.3347,-7.8328,Platelet,Platelet,test
17.9305,-1.2306,B-cell,B-cell,train
18.1148,-1.2566,B-cell,B-cell,train
-0.2785,-12.235,Erythrocyte,Erythrocyte,train
21.7766,1.4154,B-cell,B-cell,test
-15.6686,2.0865,Neutrophil,Neutrophil,test
14.331,-6.2059,NK,NK,train
5.1205,-23.2132,Erythrocyte,NK,test
10.2697,-8.7253,Platelet,Platelet,test
-12.547,3.9673,Neutrophil,Neutrophil,train
-20.2269,-6.1793,Neutrophil,Neutrophil,train
17.2401,1.1475,B-cell,B-cell,test
-10.0299,11.3496,Monocyte,Monocyte,test
-1.6161,-10.1965,Erythrocyte,Erythrocyte,train
14.3121,-11.6669,NK,NK,train
-17.8567,-2.6137,Neutrophil,Neutrophil,train
-6.8494,8.2853,Monocyte,Monocyte,train
15.3508,0.2568,B-cell,B-cell,train
-17.1108,-4.0569,Neutrophil,Neutrophil,test
14.4933,0.2919,T-cell,B-cell,test
-1.1089,-12.9049,Erythrocyte,Erythrocyte,train
-7.4583,18.3246,Monocyte,Monocyte,train
17.4236,-4.1848,NK,T-cell,test
1.4181,-12.7512,Erythrocyte,Erythrocyte,train
7.9519,-14.8219,Platelet,Platelet,test
2.8283,-20.9656,Erythrocyte,Erythrocyte,train
-10.0519,3.2051,Neutrophil,Neutrophil,test
-13.6754,1.3842,Neutrophil,Neutrophil,train
10.6422,-2.7696,B-cell,B-cell,train
-16.4974,7.8076,Monocyte,Monocyte,train
17.4712,7.8945,B-cell,B-cell,train
13.9833,-1.2276,T-cell,T-cell,train
-6.2696,10.6251,Monocyte,Monocyte,train
14.4063,0.0298,T-cell,T-cell,train
-16.302,-1.5488,Neutrophil,Neutrophil,test
-11.3269,6.6655,Neutrophil,Neutrophil,train
-16.5504,-0.7273,Neutrophil,Dendritic,train
-9.2283,13.6114,Monocyte,Monocyte,train
-7.0433,14.3381,Monocyte,Monocyte,train
-1.407,-13.3158,Erythrocyte,Erythrocyte,train
-4.0784,-6.6145,Erythrocyte,Erythrocyte,test
-9.976,10.9524,Monocyte,Monocyte,test
-3.0734,-13.2439,Erythrocyte,Erythrocyte,train
2.8727,-21.4291,Erythrocyte,Erythrocyte,train
-17.3719,-6.1928,Neutrophil,Neutrophil,train
-9.5622,-8.4109,Dendritic,Dendritic,train
-3.8722,-6.1544,Erythrocyte,Erythrocyte,test
-12.1461,-0.3568,Neutrophil,Neutrophil,test
15.4241,-0.3382,T-cell,NK,train
18.358,0.8011,T-cell,NK,test
-11.2844,10.2564,Monocyte,Monocyte,train
17.0137,4.8386,T-cell,T-cell,train
-6.7268,-11.0207,Dendritic,Dendritic,train
-14.1039,-0.1434,Neutrophil,Neutrophil,test
13.1265,-6.8294,NK,NK,test
19.7844,4.737,B-cell,B-cell,train
-14.4228,-0.0623,Neutrophil,Neutrophil,train
2.3987,-13.1149,Erythrocyte,Erythrocyte,test
-8.6111,9.6278,Monocyte,Monocyte,train
-7.873,-9.5198,Dendritic,Dendritic,train
-10.4442,9.5297,Monocyte,Monocyte,test
20.1839,1.75,B-cell,B-cell,train
15.546,-6.4627,NK,B-cell,train
-6.4165,18.2962,Monocyte,Monocyte,train
16.1775,-1.5434,B-cell,B-cell,train
7.052,-10.8562,Platelet,Platelet,train
-12.4882,-10.4318,Dendritic,Dendritic,train
-19.5399,-2.6234,Neutrophil,Neutrophil,train
-15.1899,1.7634,Neutrophil,Neutrophil,train
-10.1529,9.0219,Monocyte,Monocyte,train
13.256,-1.8955,B-cell,B-cell,train
19.5454,5.5926,B-cell,B-cell,train
14.3414,-4.5142,B-cell,B-cell,train
15.7805,-1.5636,B-cell,B-cell,test
18.9579,4.6408,B-cell,B-cell,train
-0.2692,-9.9864,Erythrocyte,Erythrocyte,train
25.1098,11.1921,B-cell,B-cell,test
-12.6867,-0.85,Neutrophil,Neutrophil,train
15.1733,4.8474,T-cell,T-cell,train
14.6519,-4.1085,T-cell,T-cell,train
9.3556,-10.1996,Platelet,Platelet,train
23.0235,6.363,B-cell,B-cell,train
-17.395,-7.4717,Neutrophil,Neutrophil,test
-10.1197,-10.6542,Dendritic,Dendritic,train
9.7113,-11.7638,NK,NK,train
18.8474,3.1995,T-cell,T-cell,train
-7.7392,9.8682,Monocyte,Monocyte,train
-14.0829,0.8877,Neutrophil,Neutrophil,test
10.7208,-8.0087,T-cell,T-cell,train
-9.8193,7.6148,Monocyte,Monocyte,test
7.0818,-11.9553,Platelet,Platelet,train
-11.1289,-11.1962,Dendritic,Dendritic,train
-13.2951,-13.6385,Dendritic,Dendritic,train
19.8257,-2.5158,NK,T-cell,train
-8.3004,10.7894,Monocyte,Monocyte,train
-18.1147,1.074,Neutrophil,Neutrophil,test
22.5758,7.289,B-cell,B-cell,train
13.3864,-3.6971,B-cell,B-cell,test
13.1269,-4.1813,T-cell,T-cell,train
7.1017,-11.5919,Platelet,Platelet,train
11.4521,-2.8501,B-cell,T-cell,train
-3.9572,-3.3587,Dendritic,Dendritic,test
12.4569,-0.2916,T-cell,T-cell,test
17.0825,-7.2311,NK,NK,train
22.174,0.1806,B-cell,B-cell,test
11.5843,-4.334,NK,NK,test
13.1587,1.7468,T-cell,T-cell,train
-15.2865,3.2094,Neutrophil,Neutrophil,train
-16.5809,-0.2677,Neutrophil,Neutrophil,train
-9.4839,10.2905,Monocyte,Monocyte,train
-13.8233,-2.6669,Neutrophil,Neutrophil,train
-15.4658,-0.5101,Neutrophil,Neutrophil,test
17.0774,3.5692,B-cell,B-cell,train
17.7482,-0.0877,B-cell,B-cell,test
-11.0901,-10.1234,Dendritic,Monocyte,test
13.5645,-8.1716,T-cell,T-cell,train
13.6745,-0.2746,T-cell,T-cell,train
-10.9187,7.7956,Monocyte,Monocyte,train
20.1643,-7.8718,NK,NK,test
1.926,-9.4891,Erythrocyte,Erythrocyte,train
11.6952,-1.6721,B-cell,B-cell,test
17.5188,-2.4248,NK,B-cell,train
0.5818,-15.0698,Erythrocyte,Erythrocyte,test
-12.499,11.1438,Monocyte,Monocyte,train
10.948,-13.3463,Platelet,Platelet,test
14.4304,-0.758,T-cell,NK,test
-12.1045,9.395,Monocyte,Monocyte,train
