gene,base_mean,log2fc,pvalue,padj
IL79,172.818,0.20358,0.2792924289269533,1.0
JAK79,76.124,-0.09123,0.9439298417999047,1.0
KRAS79,25.262,0.12398,0.5978184400030683,1.0
LDH79,25.832,-0.08623,1.0,1.0
MYC79,522.236,-0.11895,1.0,1.0
NFK79,205.433,-0.24362,0.9972441549729464,1.0
PTEN79,9.14,-0.04141,1.0,1.0
RAS79,3046.099,0.02083,1.0,1.0
STAT79,5.576,0.00297,0.5418364499278674,1.0
TP79,75.577,0.5551,0.16526773700852554,1.0
VEGF79,287.986,-0.13769,0.6697509953792006,1.0
WNT79,31.462,0.62945,0.2734692675353121,1.0
ZEB79,98.63,-0.41129,0.35964737197807284,1.0
ACTB80,132.764,-0.01873,1.0,1.0
BRCA80,810.984,-0.13173,1.0,1.0
CDK80,217.919,-0.05228,0.7840146108273661,1.0
EGFR80,76.859,-0.30367,0.2571643553997426,1.0
FOX80,18.9,-0.01402,1.0,1.0
GATA80,25.504,0.17763,0.7438498850780928,1.0
HIF80,5.39,2.94709,0.00035098746914091197,0.029154318066136328
IL80,3706.073,0.30394,0.6522510073631168,1.0
JAK80,1.097,0.1449,0.6969526633340702,1.0
KRAS80,115.215,-0.52047,0.3327475859107033,1.0
LDH80,294.779,0.05319,0.37359169105783546,1.0
MYC80,391.037,-0.2709,0.640877347904288,1.0
NFK80,19.505,0.15244,0.9853001234922335,1.0
PTEN80,9.426,0.3292,0.4498745740763906,1.0
RAS80,1461.847,0.2531,0.5227676371820854,1.0
STAT80,24.391,0.13138,1.0,1.0
TP80,7.011,-0.17299,1.0,1.0
VEGF80,11.078,2.06156,0.007664311709297432,0.4944717231804795
WNT80,131.681,-0.27009,0.4473238372823147,1.0
ZEB80,3739.937,0.21064,0.769484238930698,1.0
ACTB81,283.017,0.35651,0.3509550069620052,1.0
BRCA81,5.994,-0.01424,1.0,1.0
CDK81,143.791,-0.18384,0.9150280324444218,1.0
EGFR81,1.912,-0.10258,1.0,1.0
FOX81,668.432,-1.84253,6.424999733492443e-05,0.006424999733492444
GATA81,17.431,0.07458,1.0,1.0
HIF81,10.886,-0.13194,0.7025777356623705,1.0
IL81,323.516,-0.06422,0.9151436842520133,1.0
JAK81,355.156,0.10945,0.6082207793016239,1.0
KRAS81,8.446,0.23039,0.7909150670420967,1.0
LDH81,135.871,-0.05505,0.8332326875913691,1.0
MYC81,21.294,0.18035,0.7103729182182492,1.0
NFK81,12.267,0.32777,0.90047547204563,1.0
PTEN81,16.994,0.38056,0.7494828655396677,1.0
RAS81,350.382,-0.0947,0.7136571270565186,1.0
STAT81,225.173,0.01909,0.7232436652103603,1.0
TP81,199.264,0.34194,0.21946199094617233,1.0
VEGF81,4613.82,0.24259,0.4476272170748571,1.0
WNT81,2240.702,0.12273,1.0,1.0
ZEB81,2.165,0.377,0.5296037584946337,1.0
ACTB82,4854.773,0.3256,0.21286122449341738,1.0
BRCA82,412.344,-0.25694,0.7005342242223461,1.0
CDK82,135.482,-0.10733,1.0,1.0
EGFR82,473.126,-0.35757,0.28832662487639454,1.0
FOX82,133.101,0.18547,1.0,1.0
GATA82,141.636,-0.40772,0.1866705124620667,1.0
HIF82,48.079,0.16561,0.7088903821285559,1.0
IL82,452.994,0.30594,0.5474075399080262,1.0
JAK82,73.54,0.10317,1.0,1.0
KRAS82,0.901,-0.03289,1.0,1.0
LDH82,40.076,0.13883,0.6263732248025573,1.0
MYC82,101.106,0.11428,0.8642161695954838,1.0
NFK82,260.524,0.14761,0.44468641688440386,1.0
PTEN82,1627.442,0.40722,0.46230976183069755,1.0
RAS82,55.136,0.40864,0.19866753135399723,1.0
STAT82,2034.507,0.08577,0.9689310970185527,1.0
TP82,23.422,0.2732,0.9579483183872215,1.0
VEGF82,19.616,0.1029,1.0,1.0
WNT82,10.652,-0.15124,1.0,1.0
ZEB82,391.527,0.39386,0.4834747474645551,1.0
ACTB83,53.157,-0.23751,0.734653002787565,1.0
BRCA83,84.561,-0.01782,1.0,1.0
CDK83,139.883,0.09417,0.7398850985618254,1.0
EGFR83,270.017,-0.12603,1.0,1.0
FOX83,2.814,4.4903,6.42116127212091e-06,0.0010273858035393455
GATA83,42.532,-0.11781,1.0,1.0
HIF83,225.388,-0.00981,1.0,1.0
IL83,25.414,0.07266,1.0,1.0
JAK83,106.563,-0.1449,0.9714408776244073,1.0
KRAS83,146.968,0.39607,0.28417454077553306,1.0
LDH83,7.387,0.43957,0.3118020603691437,1.0
MYC83,4.613,-0.01793,0.4274978676472316,1.0
NFK83,51.343,0.17087,0.7632664811241194,1.0
PTEN83,90.373,-0.3121,0.34649170441343735,1.0
RAS83,615.882,-0.04037,0.7131200505248053,1.0
STAT83,5133.971,-0.22713,0.4794079745330789,1.0
TP83,20.0,0.04666,0.9817993698139021,1.0
VEGF83,50.014,-0.17865,0.6774086738087512,1.0
WNT83,275.407,0.75033,0.13970292202509316,1.0
ZEB83,16.173,-0.14531,0.9189981803995723,1.0
ACTB84,281.675,0.01283,1.0,1.0
BRCA84,556.697,0.14676,0.518885078110982,1.0
CDK84,205.376,-0.59739,0.10646202592055552,1.0
EGFR84,6194.609,0.32548,0.18307282481682224,1.0
FOX84,0.883,-0.15123,0.6164601006705551,1.0
GATA84,3.715,-0.09531,1.0,1.0
HIF84,7.866,0.14807,1.0,1.0
IL84,117.733,-0.14408,0.8771140900859298,1.0
JAK84,60.852,-0.0708,0.49594482219830394,1.0
KRAS84,14.926,-0.1482,0.5765904454032367,1.0
LDH84,283.823,0.07376,1.0,1.0
MYC84,19.265,-0.27018,0.571706959898888,1.0
NFK84,128.21,-0.12985,0.6098756786036112,1.0
PTEN84,48.355,0.11548,1.0,1.0
RAS84,0.785,0.6428,0.7896844609096143,1.0
STAT84,647.263,0.02051,0.8156981050883003,1.0
TP84,6.552,0.37703,0.8882687328195531,1.0
VEGF84,91.743,0.48215,0.19746448272131836,1.0
WNT84,14.363,-0.5632,0.2596787032309767,1.0
ZEB84,7.863,0.04499,0.38175404146217795,1.0
ACTB85,23.758,0.09326,1.0,1.0
BRCA85,11.02,-0.25997,0.4371143190699525,1.0
CDK85,1022.563,0.0736,0.6732172290963386,1.0
EGFR85,1304.187,0.03368,0.5721774866006432,1.0
FOX85,7.625,0.2432,0.9329619664928593,1.0
GATA85,78.104,-0.03522,1.0,1.0
HIF85,7.045,0.34124,0.3026291573335018,1.0
IL85,84.794,-0.21283,0.949771267075694,1.0
JAK85,4.514,-0.40121,0.407365962948587,1.0
KRAS85,75.515,0.09798,0.49073747945964175,1.0
LDH85,111.199,-0.10524,0.33956874087409383,1.0
MYC85,23.463,-0.15354,1.0,1.0
NFK85,91.481,0.3414,0.4155075313198768,1.0
PTEN85,217.926,0.32789,0.6403691884869895,1.0
RAS85,44.181,0.50254,0.20002897259690997,1.0
STAT85,47.864,0.13735,0.9076540372962675,1.0
TP85,21.061,0.19255,0.8657346400735185,1.0
VEGF85,20.132,-0.27606,0.9833177364253902,1.0
WNT85,112.884,-0.00109,0.47942769832764004,1.0
ZEB85,623.489,-0.12267,0.8642450311431571,1.0
ACTB86,26.042,-0.15063,0.3572850305526782,1.0
BRCA86,18.617,-0.06387,0.8963480771981677,1.0
CDK86,336.87,-0.02094,1.0,1.0
EGFR86,8.426,-0.31834,0.46874373171133793,1.0
FOX86,5.005,-1.1349,0.10657182788154099,1.0
GATA86,19.977,0.13338,1.0,1.0
HIF86,709.751,-0.05547,1.0,1.0
IL86,9.874,-0.14735,0.6394570579973418,1.0
JAK86,414.925,-0.23644,0.24798025965173473,1.0
KRAS86,59.171,0.4253,0.6095937025561097,1.0
LDH86,86.922,-0.0093,0.8938330302702258,1.0
MYC86,11.1,0.32156,0.3957392627985966,1.0
NFK86,4.871,-0.32769,0.5110666924438235,1.0
PTEN86,13354.245,0.13676,1.0,1.0
RAS86,102.566,-0.03691,1.0,1.0
STAT86,4.462,0.14512,1.0,1.0
TP86,445.011,0.12351,0.7123992438941383,1.0
VEGF86,121.558,-0.20666,0.6800457008276347,1.0
WNT86,279.293,-0.22041,0.30163574567436785,1.0
ZEB86,6.849,0.43449,0.43962136899913346,1.0
ACTB87,314.516,-0.33414,0.5673334345884808,1.0
BRCA87,6.573,0.09793,1.0,1.0
CDK87,7.367,-0.3035,0.9194456638941692,1.0
EGFR87,3407.784,0.05366,1.0,1.0
FOX87,4.41,0.31963,0.5106005577629004,1.0
GATA87,1676.899,0.01064,0.3953013316705103,1.0
HIF87,125.597,0.26221,0.37857694740037906,1.0
IL87,284.82,0.03634,1.0,1.0
JAK87,13.256,0.03193,0.5011411877602187,1.0
KRAS87,78.564,-0.59964,0.33208902109852073,1.0
LDH87,15.481,-0.3153,0.799770291773459,1.0
MYC87,482.782,0.22246,0.7811478594249389,1.0
NFK87,98.782,0.38014,0.5821543983051153,1.0
PTEN87,81.384,0.2788,0.5292272273373525,1.0
RAS87,15.655,-0.20494,1.0,1.0
STAT87,112.333,0.60196,0.1832590381711045,1.0
TP87,33.092,-0.25797,0.8905776237956265,1.0
VEGF87,1780.47,-0.04995,0.6241238976384106,1.0
WNT87,533.724,0.10266,0.9091702975672614,1.0
ZEB87,386.816,0.29153,0.6343514549949953,1.0
ACTB88,454.359,-0.09207,0.5881241608666025,1.0
BRCA88,120.939,-0.16716,1.0,1.0
CDK88,75.189,-0.4327,0.4729995800322323,1.0
EGFR88,120.207,0.19388,0.703899632721608,1.0
FOX88,362.201,0.30308,0.3549388597319478,1.0
GATA88,129.844,0.14958,0.7587268336954842,1.0
HIF88,173.351,0.15818,0.8340055787411226,1.0
IL88,21.452,-0.33492,0.35004536974932726,1.0
JAK88,9.682,-0.01969,1.0,1.0
KRAS88,173.019,0.23089,0.4540173996816673,1.0
LDH88,384.351,-0.06019,1.0,1.0
MYC88,255.726,-0.01377,0.8341049622252392,1.0
NFK88,104.827,0.33155,0.29060140378160065,1.0
PTEN88,287.679,-2.85608,4.12888752428683e-08,1.5014136451952108e-05
RAS88,75.35,-0.32592,0.2248055486506086,1.0
STAT88,0.665,-0.48355,0.46332656483621426,1.0
TP88,1235.984,0.2376,0.5793682713284533,1.0
VEGF88,25.974,-0.41691,0.42762576818030756,1.0
WNT88,49.867,0.09451,0.3941749222221667,1.0
ZEB88,483.941,-0.15536,0.5673709040938526,1.0
ACTB89,58.868,0.48516,0.27124996324599343,1.0
BRCA89,41.961,0.11518,1.0,1.0
CDK89,717.255,0.41979,0.22244851060131682,1.0
EGFR89,5.253,0.08633,0.4872769900809177,1.0
FOX89,1.446,2.6038,0.016354516295069732,0.9763890325414766
GATA89,14.918,0.29637,0.7654707906215258,1.0
HIF89,1114.072,0.4787,0.3001756949416,1.0
IL89,402.096,-0.02594,0.8148677684056511,1.0
JAK89,2.261,0.29424,0.4874135608150003,1.0
KRAS89,19127.253,-0.40169,0.15378943707296883,1.0
LDH89,848.236,-0.17463,0.5174973581752013,1.0
MYC89,88.497,0.54561,0.2683695457675105,1.0
NFK89,740.513,0.01335,0.7029433938320466,1.0
PTEN89,270.962,0.08504,0.8852858360470814,1.0
RAS89,55.108,0.11442,1.0,1.0
STAT89,49.508,-0.49424,0.4405394603268246,1.0
TP89,29.733,0.17966,0.5698269540027678,1.0
VEGF89,128.453,-0.54469,0.14335847233271917,1.0
WNT89,15.748,-0.0969,0.4475267433030705,1.0
ZEB89,53.028,0.33758,0.8358064751973698,1.0
ACTB90,27.092,0.19271,1.0,1.0
BRCA90,28.31,-0.36451,0.6065566703837582,1.0
CDK90,39.85,0.23457,1.0,1.0
EGFR90,54.947,0.6388,0.3703163619648427,1.0
FOX90,1.796,0.26024,0.5499683570141668,1.0
GATA90,506.809,0.35582,0.2094379036780765,1.0
HIF90,19.282,-0.3879,0.8070488002526425,1.0
IL90,7154.375,0.18872,0.9673555264976004,1.0
JAK90,7.834,0.33206,0.6638987261325485,1.0
KRAS90,103.824,0.23549,0.29300142925184386,1.0
LDH90,242.711,-0.62648,0.27055418147657573,1.0
MYC90,5.633,0.24557,0.9650262493066405,1.0
NFK90,44.458,-0.82494,0.10205239001730679,1.0
PTEN90,1389.702,-0.09619,1.0,1.0
RAS90,8.502,0.31466,0.7016278776283741,1.0
STAT90,16.331,0.36592,0.7985822640137217,1.0
TP90,87.214,0.14499,0.3995353402252491,1.0
VEGF90,377.215,-0.08573,1.0,1.0
WNT90,18.116,-0.02534,0.9657973675577282,1.0
ZEB90,4.114,-0.50996,0.3537369923470884,1.0
ACTB91,4.044,-0.16382,0.5539502104038949,1.0
BRCA91,863.464,-0.09986,0.6531499572403918,1.0
CDK91,10.436,0.4424,0.6152679356859333,1.0
EGFR91,97.921,0.45551,0.30854925884903167,1.0
FOX91,17.955,-0.27644,0.4210980068987994,1.0
GATA91,0.655,0.26941,0.9680692835610514,1.0
HIF91,2.159,-0.04377,0.6408578158855937,1.0
IL91,2109.978,0.04361,1.0,1.0
JAK91,158.843,-0.06329,1.0,1.0
KRAS91,5.473,-0.37173,0.9994985618585623,1.0
LDH91,294.032,-0.05486,1.0,1.0
MYC91,10.04,0.28621,0.3542309726327488,1.0
NFK91,74.067,0.06654,0.5694687623244375,1.0
PTEN91,212.132,-0.01261,1.0,1.0
RAS91,132.691,0.26657,0.42662201909682024,1.0
STAT91,1.522,0.3265,1.0,1.0
TP91,964.649,0.24285,0.7072794188052755,1.0
VEGF91,37.221,-0.51033,0.6059482042102409,1.0
WNT91,198.445,-0.06776,0.7212125511892744,1.0
ZEB91,38.545,3.10389,8.674368649932334e-07,0.00021685921624830837
ACTB92,26.056,0.38342,0.2742281269596856,1.0
BRCA92,1282.625,-0.4071,0.1583025155547101,1.0
CDK92,450.998,0.12431,0.8999153000674935,1.0
EGFR92,13.567,0.15264,1.0,1.0
FOX92,48.189,-0.43186,0.6195291338026081,1.0
GATA92,33.088,-0.18311,0.3927055033921371,1.0
HIF92,34.977,-0.47735,0.31612401626040226,1.0
IL92,32.199,-0.07947,0.4460842909926431,1.0
JAK92,23.317,-0.09998,0.8268536053045222,1.0
KRAS92,237.402,0.00533,0.9595475968014355,1.0
LDH92,37.19,0.43383,0.40767543432331027,1.0
MYC92,9.239,-0.04175,0.44377215074070764,1.0
NFK92,49.191,0.42298,0.20610510399679713,1.0
PTEN92,497.259,-0.38535,0.4249652902085875,1.0
RAS92,164.897,0.31204,0.6892442972618231,1.0
STAT92,13.711,-0.12609,1.0,1.0
TP92,119.586,0.04916,0.41232772495314823,1.0
VEGF92,5.438,0.03462,1.0,1.0
WNT92,4766.125,0.00787,1.0,1.0
ZEB92,153.002,-0.05649,1.0,1.0
ACTB93,1125.87,-0.29796,0.7106174753377172,1.0
BRCA93,18.617,-0.42481,0.7331165149876272,1.0
CDK93,14.766,-3.59912,5.672453776385416e-07,0.00016319163366376773
EGFR93,2.135,-0.19907,1.0,1.0
FOX93,952.287,-0.21355,0.9912005755586943,1.0
GATA93,57.987,-0.06985,0.44502118713581934,1.0
HIF93,108.109,-0.20616,0.4324596680291009,1.0
IL93,32.468,0.28782,0.30735530919695053,1.0
JAK93,377.969,-0.201,0.34726726827281074,1.0
KRAS93,7.851,-0.39587,0.7289218263000964,1.0
LDH93,446.952,-0.35815,0.31222607680452696,1.0
MYC93,178.129,-0.21812,0.8566251353693571,1.0
NFK93,497.194,0.31432,0.34777749530081664,1.0
PTEN93,84.369,0.39079,0.4784879578359921,1.0
RAS93,470.144,-0.5129,0.1485307136098594,1.0
STAT93,13.49,-0.21194,1.0,1.0
TP93,85.269,-0.2353,0.8602540004946174,1.0
VEGF93,267.172,0.30438,0.4209630073183012,1.0
WNT93,46.529,0.19655,1.0,1.0
ZEB93,343.822,-0.22407,0.3782883961229219,1.0
ACTB94,80.415,-0.27726,0.7362776191048082,1.0
BRCA94,1399.219,0.07817,0.3816418527869621,1.0
CDK94,34.265,0.2088,0.7230630324211054,1.0
EGFR94,34.531,0.07907,1.0,1.0
FOX94,40.112,-0.0796,1.0,1.0
GATA94,587.022,-0.02247,0.5044097624865144,1.0
HIF94,76.932,-0.02429,0.7068339891703488,1.0
IL94,1.219,0.26081,1.0,1.0
JAK94,1.003,-0.10024,1.0,1.0
KRAS94,5.702,-0.1496,1.0,1.0
LDH94,36.78,-0.6737,0.32534225294051605,1.0
MYC94,221.505,0.30091,0.7865570935626254,1.0
NFK94,740.537,0.07068,0.7577828464147417,1.0
PTEN94,49.555,0.12956,1.0,1.0
RAS94,115.194,0.08309,0.8467023924925662,1.0
STAT94,812.174,0.28025,0.7615264174758202,1.0
TP94,58.015,-0.22175,0.39198696842787767,1.0
VEGF94,67.605,-0.14307,0.4082919735325349,1.0
WNT94,98.285,-0.0277,1.0,1.0
ZEB94,491.288,-0.09778,0.622439497840864,1.0
ACTB95,141.974,-0.12615,0.730362698830439,1.0
BRCA95,24.315,-0.27406,1.0,1.0
CDK95,264.165,-0.19749,0.40217793544042996,1.0
EGFR95,2438.609,-0.47083,0.24588932280306577,1.0
FOX95,326.738,0.07883,0.49594165945792723,1.0
GATA95,47.637,0.5933,0.28681352103329943,1.0
HIF95,404.466,-0.41577,0.47130895370856407,1.0
IL95,267.888,0.05106,0.8867252334459058,1.0
JAK95,0.662,0.01893,1.0,1.0
KRAS95,18.271,-0.47199,0.3697496419813163,1.0
LDH95,20.438,0.11221,0.9302824182946885,1.0
MYC95,44.329,0.02554,1.0,1.0
NFK95,1.812,0.15677,1.0,1.0
PTEN95,374.774,-0.13573,0.3231622799004461,1.0
RAS95,330.758,-0.0503,1.0,1.0
STAT95,25.881,-0.47108,0.5117813569421827,1.0
TP95,153.929,0.04883,0.9918281188611265,1.0
VEGF95,37.249,-0.35861,0.5169752352645414,1.0
WNT95,168.603,-0.50532,0.4428260736701249,1.0
ZEB95,135.3,-0.03484,0.638412748368485,1.0
ACTB96,21.332,-0.19937,0.8467676946498397,1.0
BRCA96,196.783,0.43641,0.2300530301811287,1.0
CDK96,110.117,-0.01662,1.0,1.0
EGFR96,164.292,0.25137,0.8596492602315576,1.0
FOX96,32.054,0.2618,0.9101819481132625,1.0
GATA96,83.88,0.02655,0.5108301525512725,1.0
HIF96,96.706,-0.12904,1.0,1.0
IL96,14.511,-0.22616,0.562019046296129,1.0
JAK96,19.897,0.34994,0.37675607213118023,1.0
KRAS96,459.685,0.89668,0.047337781096951616,1.0
LDH96,355.419,-0.11553,0.4954236267967696,1.0
MYC96,51.941,0.15458,0.5242853757766464,1.0
NFK96,8.829,-0.4901,0.408920936828258,1.0
PTEN96,305.271,-0.36046,0.7215711669723553,1.0
RAS96,192.4,-0.19281,0.6229130461782584,1.0
STAT96,24.92,-0.29304,0.9781690409609597,1.0
TP96,139.971,-0.23636,0.49619861896739914,1.0
VEGF96,62.749,-0.06964,0.7758092818374664,1.0
WNT96,8.12,0.03177,0.5811730441231989,1.0
ZEB96,94.172,0.14729,1.0,1.0
ACTB97,13.943,0.61605,0.4107635722921483,1.0
BRCA97,734.974,-0.35225,0.30147775809866484,1.0
CDK97,38.194,-0.14205,1.0,1.0
EGFR97,51.332,-0.16169,0.6147750050144514,1.0
FOX97,24.669,-0.16805,0.8168807874562,1.0
GATA97,353.128,0.06409,1.0,1.0
HIF97,0.333,0.2613,0.9900589499728606,1.0
IL97,15.821,0.17911,0.653464661063173,1.0
JAK97,7.816,0.22465,0.8152960779820123,1.0
KRAS97,2.891,0.24332,0.3880104767347827,1.0
LDH97,5.032,0.16481,0.6542685927600861,1.0
MYC97,4.592,-0.00783,0.665051204996672,1.0
NFK97,796.591,0.12287,0.6120849905574333,1.0
PTEN97,36.525,0.15076,0.9304810076503873,1.0
RAS97,95.435,-0.21716,0.3152429683188359,1.0
STAT97,39.429,-0.33455,0.7753942545540574,1.0
TP97,334.991,0.02699,1.0,1.0
VEGF97,1396.881,-0.14345,1.0,1.0
WNT97,100.123,-0.23053,0.7189205286048592,1.0
ZEB97,33.614,-0.35427,0.749785102747988,1.0
ACTB98,43.059,0.30534,0.48883567071418477,1.0
BRCA98,91.657,0.31543,0.5477469416293683,1.0
CDK98,17.109,-0.13174,0.71683815112184,1.0
EGFR98,25.305,0.2331,0.3367357978328921,1.0
FOX98,63.113,0.08089,1.0,1.0
GATA98,96.268,0.01862,0.6985573130423803,1.0
HIF98,10.461,-0.21081,1.0,1.0
IL98,15.075,0.4239,0.5142710591567958,1.0
JAK98,1234.871,0.68242,0.18338163025562815,1.0
KRAS98,119.232,-0.11559,0.6996939345036816,1.0
LDH98,19.364,0.1097,0.7773354915262183,1.0
MYC98,167.191,0.32404,0.5158899070491891,1.0
NFK98,8208.415,0.25532,0.35476998692368145,1.0
PTEN98,15.06,0.04336,1.0,1.0
RAS98,61.685,-0.06182,1.0,1.0
STAT98,102.252,0.20876,0.9898146071821633,1.0
TP98,89.517,0.07799,1.0,1.0
VEGF98,27.055,-0.09297,0.8713455175996733,1.0
WNT98,6.586,-0.18331,0.45788051557769194,1.0
ZEB98,48.124,0.20277,0.3987550340636058,1.0
ACTB99,11.883,0.42901,0.25703523480905976,1.0
BRCA99,61.735,0.08575,0.8893383515028295,1.0
CDK99,31.293,0.25866,0.8253117818498092,1.0
EGFR99,23.846,0.38794,0.7253006107958423,1.0
FOX99,86.7,-0.37985,0.46970617970972967,1.0
GATA99,4.844,0.0076,1.0,1.0
HIF99,172.431,0.51526,0.33569646648713364,1.0
IL99,119.266,0.58795,0.3246703297085704,1.0
JAK99,0.763,-0.66492,0.543594156376826,1.0
KRAS99,13.224,0.37032,0.2859169563904623,1.0
LDH99,43.561,0.0406,0.8889985410064212,1.0
MYC99,32.606,0.37873,0.4118174399274258,1.0
NFK99,13.651,-0.21707,0.7517548458801249,1.0
PTEN99,114.268,-0.09891,1.0,1.0
RAS99,51.545,0.02491,0.5210171527180625,1.0
STAT99,187.755,0.11027,0.3733490261528314,1.0
TP99,1402.66,0.09388,1.0,1.0
VEGF99,3.762,0.00121,1.0,1.0
WNT99,4462.443,-0.1023,0.6150553037768388,1.0
ZEB99,113.224,-0.58013,0.17780668945605085,1.0
ACTB100,436.185,0.19189,0.5690146804162687,1.0
BRCA100,147.217,0.22061,0.7875293216514756,1.0
CDK100,5.226,0.3973,0.9187067906672187,1.0
EGFR100,274.382,-0.26226,0.2883022759393579,1.0
FOX100,154.798,0.50268,0.46181518764414126,1.0
GATA100,11.073,-0.17898,0.6919682044712346,1.0
HIF100,917.372,-0.1752,0.7956917168251023,1.0
IL100,6.413,-0.19998,0.7102881619120571,1.0
JAK100,0.217,-0.43623,0.873078803622242,1.0
KRAS100,581.1,0.26509,0.35190481970289306,1.0
LDH100,57.758,-0.14631,0.6729970052869214,1.0
MYC100,59.605,0.0747,0.8587323733971196,1.0
NFK100,17.889,-0.16405,1.0,1.0
PTEN100,226.925,-0.45846,0.22298164515071986,1.0
RAS100,1521.83,-0.40776,0.17638943288850656,1.0
STAT100,37.22,-0.41453,0.5617207140517628,1.0
TP100,12.118,0.09315,0.7180343927868974,1.0
VEGF100,5864.768,-0.18452,0.31651694741218134,1.0
WNT100,278.844,0.15496,0.8244270646292443,1.0
ZEB100,3205.827,-0.13267,0.8492252154506217,1.0
ACTB101,196.542,-0.97197,0.07222017358753878,1.0
BRCA101,25.641,-0.13374,0.8136926749424775,1.0
CDK101,1077.409,-0.15872,0.5739823654282401,1.0
EGFR101,14.316,-0.27685,0.44401600105335254,1.0
FOX101,66.127,-0.31292,0.5481583329815605,1.0
GATA101,3.88,0.23877,0.7227344664570184,1.0
HIF101,11.96,0.27017,1.0,1.0
IL101,22.485,-0.04052,0.7657272109379463,1.0
JAK101,85.923,-0.11959,0.5898660296830764,1.0
KRAS101,1.624,-0.07576,0.3971598957229632,1.0
LDH101,4.955,0.04382,0.9797862067359822,1.0
MYC101,3.836,0.09085,0.8646303995419645,1.0
NFK101,226.551,-0.37478,0.34895462493560714,1.0
PTEN101,45.273,-0.43904,0.7192052620161717,1.0
RAS101,388.468,0.69856,0.2200126402454289,1.0
STAT101,317.814,0.32013,0.6172031075110365,1.0
TP101,295.461,-2.13344,1.2531919435652944e-05,0.0016709225914203927
VEGF101,196.65,0.27327,0.30636057919731763,1.0
WNT101,29.847,0.46286,0.3978586699880496,1.0
ZEB101,8.34,-0.17681,1.0,1.0
ACTB102,255.522,-0.19223,0.9158776710850958,1.0
BRCA102,51.106,-0.41156,0.21056981514912218,1.0
CDK102,61.633,0.25813,0.4215130667314674,1.0
EGFR102,10.673,-0.09604,0.48290858673832054,1.0
FOX102,5.506,-0.27498,0.43162881887248,1.0
GATA102,921.511,0.13949,0.4104488938231694,1.0
HIF102,68.105,-0.24964,0.5001895827020401,1.0
IL102,207.945,-0.22633,0.5688336255296188,1.0
JAK102,1257.376,-0.12095,0.9756955224688132,1.0
KRAS102,49.715,0.02261,0.6649572833759964,1.0
LDH102,282.959,-0.14936,0.4477261679065391,1.0
MYC102,6.372,0.02719,0.8119677055074929,1.0
NFK102,20.823,-0.01924,0.5312277897078999,1.0
PTEN102,127.699,-0.61136,0.36991379699930205,1.0
RAS102,99.032,0.00745,1.0,1.0
STAT102,62.913,0.0449,0.5449720161097042,1.0
TP102,609.946,-0.63102,0.13372524698779922,1.0
VEGF102,98.327,-0.17665,1.0,1.0
WNT102,23.384,0.26822,0.6593285380872016,1.0
ZEB102,34.607,-0.38601,0.5775527291537896,1.0
ACTB103,47.752,0.15791,1.0,1.0
BRCA103,7.092,-0.02994,1.0,1.0
CDK103,934.215,-0.2854,0.22557364336159746,1.0
EGFR103,49.303,-1.52556,0.004101320733235435,0.2828497057403748
FOX103,19.803,0.80499,0.1465434229294425,1.0
GATA103,25448.309,0.13523,1.0,1.0
HIF103,158.658,-0.10231,1.0,1.0
IL103,1.581,-0.23924,0.9355122014867324,1.0
JAK103,1.936,-0.02205,0.929850622762525,1.0
KRAS103,52.974,-0.03897,0.6616772078402728,1.0
LDH103,2035.292,-0.02677,0.5572890118406867,1.0
MYC103,308.197,0.00737,0.7030198683136669,1.0
NFK103,215.372,-0.20873,0.5655961387037609,1.0
PTEN103,1.279,-0.02796,0.41066784472731593,1.0
RAS103,5765.759,-0.28776,0.6447820533231006,1.0
STAT103,25.327,-0.41031,0.2897316406629155,1.0
TP103,120.088,-0.12514,0.9460132522838225,1.0
VEGF103,38.377,-0.37098,0.3354451177913767,1.0
WNT103,1383.348,-0.03808,0.5707434679182847,1.0
ZEB103,110.295,-0.29025,0.6721615150277823,1.0
ACTB104,120.634,0.05875,0.43581980215496824,1.0
BRCA104,342.788,-0.54516,0.34707607308490357,1.0
CDK104,66.959,0.11257,0.37100932119941826,1.0
EGFR104,97.286,0.35578,0.2539560247470885,1.0
FOX104,89.185,0.5565,0.1593743794614638,1.0
GATA104,34.91,-0.02729,1.0,1.0
HIF104,12.326,0.44979,0.24241891025513482,1.0
IL104,16.883,-0.12953,0.3849093667110839,1.0
JAK104,284.705,0.26894,0.6701829073819638,1.0
KRAS104,1153.096,-0.22863,0.57741434039987,1.0
LDH104,7.785,-0.40214,0.6578762359649253,1.0
MYC104,207.875,-0.04551,0.4729725318571572,1.0
NFK104,4781.844,0.04263,1.0,1.0
PTEN104,3.942,-0.06285,0.5165843773181128,1.0
RAS104,88.502,-0.27285,0.7466173685041164,1.0
STAT104,208.17,0.59402,0.2877221015949832,1.0
TP104,6.531,0.17247,1.0,1.0
VEGF104,210.72,-0.92841,0.09219369600316744,1.0
WNT104,157.295,-0.01821,1.0,1.0
ZEB104,410.615,0.0258,0.562958954727877,1.0
ACTB105,33.842,0.19878,0.7201125350534219,1.0
BRCA105,128.724,0.97053,0.040750914909287166,1.0
CDK105,2.425,-0.28434,1.0,1.0
EGFR105,62.005,0.16811,0.9147167946915661,1.0
FOX105,27.54,-0.16404,0.6525059175214377,1.0
GATA105,8.434,0.12628,0.7057460550799635,1.0
