model,seed,epoch,split,loss,accuracy,lr
ConvNeXt-T,2,29,train,0.14274,0.91768,0.0003
ConvNeXt-T,2,30,train,0.12616,0.92703,0.0003
ConvNeXt-T,2,31,train,0.12727,0.92275,0.0003
ConvNeXt-T,2,32,train,0.11364,0.91524,0.0003
ConvNeXt-T,2,33,train,0.10998,0.93119,0.0003
ConvNeXt-T,2,34,train,0.11022,0.9278,0.0003
ConvNeXt-T,2,35,train,0.08245,0.93574,0.0003
ConvNeXt-T,2,36,train,0.08005,0.93158,0.0003
ConvNeXt-T,2,37,train,0.10408,0.93229,0.0003
ConvNeXt-T,2,38,train,0.09591,0.93154,0.0003
ConvNeXt-T,2,39,train,0.08042,0.93875,0.0003
ConvNeXt-T,2,40,train,0.06788,0.94503,0.0001
ConvNeXt-T,2,41,train,0.07018,0.93561,0.0001
ConvNeXt-T,2,42,train,0.07959,0.94976,0.0001
ConvNeXt-T,2,43,train,0.05971,0.94977,0.0001
ConvNeXt-T,2,44,train,0.06633,0.94343,0.0001
ConvNeXt-T,2,45,train,0.05668,0.95079,0.0001
ConvNeXt-T,2,46,train,0.09043,0.94501,0.0001
ConvNeXt-T,2,47,train,0.06968,0.95212,0.0001
ConvNeXt-T,2,48,train,0.06846,0.95857,0.0001
ConvNeXt-T,2,49,train,0.06224,0.95555,0.0001
ConvNeXt-T,2,50,train,0.04638,0.94464,0.0001
ConvNeXt-T,2,51,train,0.05709,0.94919,0.0001
ConvNeXt-T,2,52,train,0.04494,0.93967,3e-05
ConvNeXt-T,2,53,train,0.04157,0.95332,3e-05
ConvNeXt-T,2,54,train,0.0848,0.94112,3e-05
ConvNeXt-T,2,55,train,0.05232,0.9585,3e-05
ConvNeXt-T,2,56,train,0.06208,0.95702,3e-05
ConvNeXt-T,2,57,train,0.04641,0.95022,3e-05
ConvNeXt-T,2,58,train,0.06602,0.96051,3e-05
ConvNeXt-T,2,59,train,0.0155,0.95564,3e-05
ConvNeXt-T,2,60,train,0.03753,0.95678,3e-05
ConvNeXt-T,2,1,val,2.19603,0.46889,0.001
ConvNeXt-T,2,2,val,1.99419,0.50472,0.001
ConvNeXt-T,2,3,val,1.85105,0.54162,0.001
ConvNeXt-T,2,4,val,1.70889,0.56842,0.001
ConvNeXt-T,2,5,val,1.53837,0.60737,0.001
ConvNeXt-T,2,6,val,1.41504,0.63963,0.001
ConvNeXt-T,2,7,val,1.28514,0.66008,0.001
ConvNeXt-T,2,8,val,1.16167,0.68854,0.001
ConvNeXt-T,2,9,val,1.0929,0.70856,0.001
ConvNeXt-T,2,10,val,1.00454,0.72022,0.001
ConvNeXt-T,2,11,val,0.9463,0.74567,0.001
ConvNeXt-T,2,12,val,0.88591,0.76198,0.001
ConvNeXt-T,2,13,val,0.76314,0.78071,0.001
ConvNeXt-T,2,14,val,0.73341,0.77931,0.001
ConvNeXt-T,2,15,val,0.66388,0.804,0.001
ConvNeXt-T,2,16,val,0.64148,0.80453,0.001
ConvNeXt-T,2,17,val,0.59134,0.81488,0.001
ConvNeXt-T,2,18,val,0.54642,0.826,0.001
ConvNeXt-T,2,19,val,0.52637,0.84462,0.001
ConvNeXt-T,2,20,val,0.47175,0.84686,0.001
ConvNeXt-T,2,21,val,0.42259,0.85351,0.001
ConvNeXt-T,2,22,val,0.45573,0.85374,0.001
ConvNeXt-T,2,23,val,0.38148,0.86023,0.001
ConvNeXt-T,2,24,val,0.38166,0.87055,0.001
ConvNeXt-T,2,25,val,0.34161,0.8827,0.0003
ConvNeXt-T,2,26,val,0.34621,0.89346,0.0003
ConvNeXt-T,2,27,val,0.29231,0.89824,0.0003
ConvNeXt-T,2,28,val,0.28933,0.8967,0.0003
ConvNeXt-T,2,29,val,0.25775,0.90325,0.0003
ConvNeXt-T,2,30,val,0.2362,0.90816,0.0003
ConvNeXt-T,2,31,val,0.23555,0.90887,0.0003
ConvNeXt-T,2,32,val,0.23798,0.90422,0.0003
ConvNeXt-T,2,33,val,0.21267,0.9131,0.0003
ConvNeXt-T,2,34,val,0.21471,0.91269,0.0003
ConvNeXt-T,2,35,val,0.19766,0.91889,0.0003
ConvNeXt-T,2,36,val,0.20321,0.91815,0.0003
ConvNeXt-T,2,37,val,0.19412,0.91482,0.0003
ConvNeXt-T,2,38,val,0.21368,0.91681,0.0003
ConvNeXt-T,2,39,val,0.17005,0.9176,0.0003
ConvNeXt-T,2,40,val,0.17447,0.92352,0.0001
ConvNeXt-T,2,41,val,0.18514,0.91876,0.0001
ConvNeXt-T,2,42,val,0.18616,0.93515,0.0001
ConvNeXt-T,2,43,val,0.17795,0.93097,0.0001
ConvNeXt-T,2,44,val,0.12781,0.92452,0.0001
ConvNeXt-T,2,45,val,0.18223,0.92863,0.0001
ConvNeXt-T,2,46,val,0.17945,0.92926,0.0001
ConvNeXt-T,2,47,val,0.10463,0.9321,0.0001
ConvNeXt-T,2,48,val,0.15635,0.93615,0.0001
ConvNeXt-T,2,49,val,0.15362,0.93273,0.0001
ConvNeXt-T,2,50,val,0.12846,0.92683,0.0001
ConvNeXt-T,2,51,val,0.17856,0.93304,0.0001
ConvNeXt-T,2,52,val,0.17875,0.92201,3e-05
ConvNeXt-T,2,53,val,0.15542,0.93511,3e-05
ConvNeXt-T,2,54,val,0.15827,0.92637,3e-05
ConvNeXt-T,2,55,val,0.13755,0.9394,3e-05
ConvNeXt-T,2,56,val,0.11425,0.93752,3e-05
ConvNeXt-T,2,57,val,0.12978,0.93117,3e-05
ConvNeXt-T,2,58,val,0.13987,0.93923,3e-05
ConvNeXt-T,2,59,val,0.13232,0.93344,3e-05
ConvNeXt-T,2,60,val,0.15759,0.9374,3e-05
ConvNeXt-T,3,1,train,2.11984,0.46009,0.001
ConvNeXt-T,3,2,train,1.95324,0.49447,0.001
ConvNeXt-T,3,3,train,1.75305,0.53185,0.001
ConvNeXt-T,3,4,train,1.64654,0.5592,0.001
ConvNeXt-T,3,5,train,1.48485,0.58136,0.001
ConvNeXt-T,3,6,train,1.3733,0.61979,0.001
ConvNeXt-T,3,7,train,1.2554,0.64079,0.001
ConvNeXt-T,3,8,train,1.16198,0.66275,0.001
ConvNeXt-T,3,9,train,1.05569,0.69117,0.001
ConvNeXt-T,3,10,train,0.9734,0.69781,0.001
ConvNeXt-T,3,11,train,0.88512,0.72081,0.001
ConvNeXt-T,3,12,train,0.81012,0.74321,0.001
ConvNeXt-T,3,13,train,0.73271,0.75535,0.001
ConvNeXt-T,3,14,train,0.67959,0.76972,0.001
ConvNeXt-T,3,15,train,0.62327,0.78487,0.001
ConvNeXt-T,3,16,train,0.56535,0.79113,0.001
ConvNeXt-T,3,17,train,0.51469,0.81172,0.001
ConvNeXt-T,3,18,train,0.46729,0.81497,0.001
ConvNeXt-T,3,19,train,0.43603,0.83082,0.001
ConvNeXt-T,3,20,train,0.41124,0.84081,0.001
ConvNeXt-T,3,21,train,0.36105,0.85036,0.001
ConvNeXt-T,3,22,train,0.36447,0.85311,0.001
ConvNeXt-T,3,23,train,0.33906,0.86895,0.001
ConvNeXt-T,3,24,train,0.30252,0.8552,0.001
ConvNeXt-T,3,25,train,0.26092,0.88478,0.0003
ConvNeXt-T,3,26,train,0.26585,0.89352,0.0003
ConvNeXt-T,3,27,train,0.25462,0.89529,0.0003
ConvNeXt-T,3,28,train,0.21397,0.89457,0.0003
ConvNeXt-T,3,29,train,0.20988,0.90954,0.0003
ConvNeXt-T,3,30,train,0.20782,0.90216,0.0003
ConvNeXt-T,3,31,train,0.18829,0.90374,0.0003
ConvNeXt-T,3,32,train,0.18346,0.91126,0.0003
ConvNeXt-T,3,33,train,0.16143,0.92024,0.0003
ConvNeXt-T,3,34,train,0.15205,0.9254,0.0003
ConvNeXt-T,3,35,train,0.14692,0.92279,0.0003
ConvNeXt-T,3,36,train,0.12058,0.92081,0.0003
ConvNeXt-T,3,37,train,0.12022,0.93765,0.0003
ConvNeXt-T,3,38,train,0.11872,0.93226,0.0003
ConvNeXt-T,3,39,train,0.11956,0.92514,0.0003
ConvNeXt-T,3,40,train,0.10849,0.93754,0.0001
ConvNeXt-T,3,41,train,0.08576,0.95086,0.0001
ConvNeXt-T,3,42,train,0.10447,0.94449,0.0001
ConvNeXt-T,3,43,train,0.09035,0.94829,0.0001
ConvNeXt-T,3,44,train,0.07977,0.94246,0.0001
ConvNeXt-T,3,45,train,0.08231,0.95094,0.0001
ConvNeXt-T,3,46,train,0.07499,0.94641,0.0001
ConvNeXt-T,3,47,train,0.0764,0.95142,0.0001
ConvNeXt-T,3,48,train,0.07559,0.9516,0.0001
ConvNeXt-T,3,49,train,0.05675,0.95129,0.0001
ConvNeXt-T,3,50,train,0.08302,0.9589,0.0001
ConvNeXt-T,3,51,train,0.07041,0.9639,0.0001
ConvNeXt-T,3,52,train,0.08267,0.95401,3e-05
ConvNeXt-T,3,53,train,0.07534,0.95734,3e-05
ConvNeXt-T,3,54,train,0.05275,0.96038,3e-05
ConvNeXt-T,3,55,train,0.05947,0.96795,3e-05
ConvNeXt-T,3,56,train,0.07632,0.95651,3e-05
ConvNeXt-T,3,57,train,0.06921,0.95704,3e-05
ConvNeXt-T,3,58,train,0.04554,0.9523,3e-05
ConvNeXt-T,3,59,train,0.04869,0.9454,3e-05
ConvNeXt-T,3,60,train,0.07177,0.96366,3e-05
ConvNeXt-T,3,1,val,2.26094,0.46246,0.001
ConvNeXt-T,3,2,val,2.0486,0.49531,0.001
ConvNeXt-T,3,3,val,1.91787,0.52644,0.001
ConvNeXt-T,3,4,val,1.77631,0.55352,0.001
ConvNeXt-T,3,5,val,1.64068,0.57478,0.001
ConvNeXt-T,3,6,val,1.54043,0.61573,0.001
ConvNeXt-T,3,7,val,1.46279,0.63469,0.001
ConvNeXt-T,3,8,val,1.34587,0.65933,0.001
ConvNeXt-T,3,9,val,1.23252,0.68486,0.001
ConvNeXt-T,3,10,val,1.17634,0.69431,0.001
ConvNeXt-T,3,11,val,1.08485,0.70872,0.001
ConvNeXt-T,3,12,val,1.05178,0.73569,0.001
ConvNeXt-T,3,13,val,0.9137,0.74501,0.001
ConvNeXt-T,3,14,val,0.88802,0.76056,0.001
ConvNeXt-T,3,15,val,0.85925,0.77066,0.001
ConvNeXt-T,3,16,val,0.73357,0.77701,0.001
ConvNeXt-T,3,17,val,0.73421,0.7964,0.001
ConvNeXt-T,3,18,val,0.7061,0.80207,0.001
ConvNeXt-T,3,19,val,0.6597,0.81838,0.001
ConvNeXt-T,3,20,val,0.6082,0.8253,0.001
ConvNeXt-T,3,21,val,0.58779,0.8376,0.001
ConvNeXt-T,3,22,val,0.52282,0.84006,0.001
ConvNeXt-T,3,23,val,0.51004,0.8541,0.001
ConvNeXt-T,3,24,val,0.47632,0.84284,0.001
ConvNeXt-T,3,25,val,0.47529,0.87116,0.0003
ConvNeXt-T,3,26,val,0.43314,0.88,0.0003
ConvNeXt-T,3,27,val,0.3689,0.88103,0.0003
ConvNeXt-T,3,28,val,0.39105,0.87892,0.0003
ConvNeXt-T,3,29,val,0.36842,0.89063,0.0003
ConvNeXt-T,3,30,val,0.32265,0.8843,0.0003
ConvNeXt-T,3,31,val,0.35424,0.88549,0.0003
ConvNeXt-T,3,32,val,0.29406,0.89971,0.0003
ConvNeXt-T,3,33,val,0.30268,0.90462,0.0003
ConvNeXt-T,3,34,val,0.3091,0.90473,0.0003
ConvNeXt-T,3,35,val,0.30029,0.90768,0.0003
ConvNeXt-T,3,36,val,0.2748,0.90667,0.0003
ConvNeXt-T,3,37,val,0.24638,0.9145,0.0003
ConvNeXt-T,3,38,val,0.25762,0.91266,0.0003
ConvNeXt-T,3,39,val,0.22203,0.90797,0.0003
ConvNeXt-T,3,40,val,0.21182,0.92303,0.0001
ConvNeXt-T,3,41,val,0.20107,0.92466,0.0001
ConvNeXt-T,3,42,val,0.23341,0.92341,0.0001
ConvNeXt-T,3,43,val,0.21533,0.93075,0.0001
ConvNeXt-T,3,44,val,0.1873,0.92933,0.0001
ConvNeXt-T,3,45,val,0.22434,0.93036,0.0001
ConvNeXt-T,3,46,val,0.17691,0.93034,0.0001
ConvNeXt-T,3,47,val,0.19236,0.93566,0.0001
ConvNeXt-T,3,48,val,0.21169,0.92924,0.0001
ConvNeXt-T,3,49,val,0.16679,0.93733,0.0001
ConvNeXt-T,3,50,val,0.15636,0.94078,0.0001
ConvNeXt-T,3,51,val,0.16917,0.94237,0.0001
ConvNeXt-T,3,52,val,0.12369,0.93889,3e-05
ConvNeXt-T,3,53,val,0.15405,0.93892,3e-05
ConvNeXt-T,3,54,val,0.20204,0.94063,3e-05
ConvNeXt-T,3,55,val,0.18727,0.9468,3e-05
ConvNeXt-T,3,56,val,0.13375,0.93739,3e-05
ConvNeXt-T,3,57,val,0.17885,0.93905,3e-05
ConvNeXt-T,3,58,val,0.13848,0.93272,3e-05
ConvNeXt-T,3,59,val,0.15035,0.93237,3e-05
ConvNeXt-T,3,60,val,0.10289,0.93865,3e-05
ConvNeXt-T,4,1,train,2.16883,0.45293,0.001
ConvNeXt-T,4,2,train,2.01316,0.49306,0.001
ConvNeXt-T,4,3,train,1.84743,0.51808,0.001
ConvNeXt-T,4,4,train,1.73805,0.54833,0.001
ConvNeXt-T,4,5,train,1.57665,0.57097,0.001
ConvNeXt-T,4,6,train,1.45523,0.60912,0.001
ConvNeXt-T,4,7,train,1.35222,0.6318,0.001
ConvNeXt-T,4,8,train,1.2421,0.64022,0.001
ConvNeXt-T,4,9,train,1.17987,0.66832,0.001
ConvNeXt-T,4,10,train,1.10368,0.67544,0.001
ConvNeXt-T,4,11,train,0.98057,0.70286,0.001
ConvNeXt-T,4,12,train,0.90285,0.70826,0.001
ConvNeXt-T,4,13,train,0.86862,0.73753,0.001
ConvNeXt-T,4,14,train,0.77238,0.7438,0.001
ConvNeXt-T,4,15,train,0.73883,0.75641,0.001
ConvNeXt-T,4,16,train,0.675,0.7698,0.001
ConvNeXt-T,4,17,train,0.64802,0.774,0.001
ConvNeXt-T,4,18,train,0.59508,0.8011,0.001
ConvNeXt-T,4,19,train,0.54831,0.81609,0.001
ConvNeXt-T,4,20,train,0.51134,0.80416,0.001
ConvNeXt-T,4,21,train,0.4663,0.8247,0.001
ConvNeXt-T,4,22,train,0.43577,0.83865,0.001
ConvNeXt-T,4,23,train,0.40313,0.83321,0.001
ConvNeXt-T,4,24,train,0.37547,0.84064,0.001
ConvNeXt-T,4,25,train,0.37179,0.87049,0.0003
ConvNeXt-T,4,26,train,0.31214,0.87821,0.0003
ConvNeXt-T,4,27,train,0.30827,0.87185,0.0003
ConvNeXt-T,4,28,train,0.28369,0.88722,0.0003
ConvNeXt-T,4,29,train,0.24673,0.88507,0.0003
ConvNeXt-T,4,30,train,0.24865,0.88896,0.0003
ConvNeXt-T,4,31,train,0.24744,0.89584,0.0003
ConvNeXt-T,4,32,train,0.24363,0.90294,0.0003
ConvNeXt-T,4,33,train,0.20819,0.91091,0.0003
ConvNeXt-T,4,34,train,0.19586,0.90517,0.0003
ConvNeXt-T,4,35,train,0.1815,0.91904,0.0003
ConvNeXt-T,4,36,train,0.19496,0.92097,0.0003
ConvNeXt-T,4,37,train,0.16183,0.91396,0.0003
ConvNeXt-T,4,38,train,0.17511,0.92489,0.0003
ConvNeXt-T,4,39,train,0.13249,0.92364,0.0003
ConvNeXt-T,4,40,train,0.14619,0.92755,0.0001
ConvNeXt-T,4,41,train,0.1383,0.9324,0.0001
ConvNeXt-T,4,42,train,0.13401,0.94495,0.0001
ConvNeXt-T,4,43,train,0.10646,0.93604,0.0001
ConvNeXt-T,4,44,train,0.12494,0.94138,0.0001
ConvNeXt-T,4,45,train,0.0937,0.93913,0.0001
ConvNeXt-T,4,46,train,0.09588,0.93752,0.0001
ConvNeXt-T,4,47,train,0.1002,0.94075,0.0001
ConvNeXt-T,4,48,train,0.10687,0.94754,0.0001
ConvNeXt-T,4,49,train,0.10375,0.94241,0.0001
ConvNeXt-T,4,50,train,0.08889,0.96075,0.0001
ConvNeXt-T,4,51,train,0.09546,0.94967,0.0001
ConvNeXt-T,4,52,train,0.08427,0.94661,3e-05
ConvNeXt-T,4,53,train,0.05848,0.93812,3e-05
ConvNeXt-T,4,54,train,0.10212,0.94769,3e-05
ConvNeXt-T,4,55,train,0.09177,0.9604,3e-05
ConvNeXt-T,4,56,train,0.07602,0.95633,3e-05
ConvNeXt-T,4,57,train,0.06891,0.95723,3e-05
ConvNeXt-T,4,58,train,0.07112,0.9498,3e-05
ConvNeXt-T,4,59,train,0.08645,0.9543,3e-05
ConvNeXt-T,4,60,train,0.06638,0.95377,3e-05
ConvNeXt-T,4,1,val,2.25661,0.45378,0.001
ConvNeXt-T,4,2,val,2.10795,0.49144,0.001
ConvNeXt-T,4,3,val,1.98182,0.51788,0.001
ConvNeXt-T,4,4,val,1.85482,0.54454,0.001
ConvNeXt-T,4,5,val,1.69849,0.56662,0.001
ConvNeXt-T,4,6,val,1.63083,0.60336,0.001
ConvNeXt-T,4,7,val,1.55039,0.62714,0.001
ConvNeXt-T,4,8,val,1.47361,0.63367,0.001
ConvNeXt-T,4,9,val,1.37116,0.658,0.001
ConvNeXt-T,4,10,val,1.26868,0.67091,0.001
ConvNeXt-T,4,11,val,1.19008,0.69468,0.001
ConvNeXt-T,4,12,val,1.11238,0.70004,0.001
ConvNeXt-T,4,13,val,1.04488,0.72926,0.001
ConvNeXt-T,4,14,val,0.98312,0.73213,0.001
ConvNeXt-T,4,15,val,0.92559,0.74125,0.001
ConvNeXt-T,4,16,val,0.88337,0.7599,0.001
ConvNeXt-T,4,17,val,0.82252,0.77012,0.001
ConvNeXt-T,4,18,val,0.7715,0.7909,0.001
ConvNeXt-T,4,19,val,0.75819,0.8011,0.001
ConvNeXt-T,4,20,val,0.73492,0.79669,0.001
ConvNeXt-T,4,21,val,0.66837,0.80752,0.001
ConvNeXt-T,4,22,val,0.62382,0.82191,0.001
ConvNeXt-T,4,23,val,0.58512,0.81857,0.001
ConvNeXt-T,4,24,val,0.55988,0.82568,0.001
ConvNeXt-T,4,25,val,0.53474,0.85627,0.0003
ConvNeXt-T,4,26,val,0.51297,0.86149,0.0003
ConvNeXt-T,4,27,val,0.50753,0.85592,0.0003
ConvNeXt-T,4,28,val,0.48354,0.86846,0.0003
ConvNeXt-T,4,29,val,0.42527,0.87188,0.0003
ConvNeXt-T,4,30,val,0.44735,0.87354,0.0003
ConvNeXt-T,4,31,val,0.43865,0.87937,0.0003
ConvNeXt-T,4,32,val,0.38439,0.88852,0.0003
ConvNeXt-T,4,33,val,0.35713,0.89697,0.0003
ConvNeXt-T,4,34,val,0.38663,0.89226,0.0003
ConvNeXt-T,4,35,val,0.32352,0.90099,0.0003
ConvNeXt-T,4,36,val,0.34474,0.90421,0.0003
ConvNeXt-T,4,37,val,0.30635,0.89385,0.0003
ConvNeXt-T,4,38,val,0.30322,0.90681,0.0003
ConvNeXt-T,4,39,val,0.28037,0.90256,0.0003
ConvNeXt-T,4,40,val,0.2868,0.91122,0.0001
ConvNeXt-T,4,41,val,0.26868,0.91384,0.0001
ConvNeXt-T,4,42,val,0.23726,0.92133,0.0001
ConvNeXt-T,4,43,val,0.24704,0.92039,0.0001
ConvNeXt-T,4,44,val,0.24038,0.92117,0.0001
ConvNeXt-T,4,45,val,0.19557,0.91766,0.0001
ConvNeXt-T,4,46,val,0.21264,0.92541,0.0001
ConvNeXt-T,4,47,val,0.22786,0.91829,0.0001
ConvNeXt-T,4,48,val,0.22942,0.92992,0.0001
ConvNeXt-T,4,49,val,0.19905,0.92756,0.0001
ConvNeXt-T,4,50,val,0.19723,0.94132,0.0001
ConvNeXt-T,4,51,val,0.17131,0.93014,0.0001
ConvNeXt-T,4,52,val,0.19809,0.93004,3e-05
ConvNeXt-T,4,53,val,0.179,0.92433,3e-05
ConvNeXt-T,4,54,val,0.19286,0.9306,3e-05
ConvNeXt-T,4,55,val,0.19319,0.94297,3e-05
ConvNeXt-T,4,56,val,0.1692,0.93455,3e-05
ConvNeXt-T,4,57,val,0.17769,0.93949,3e-05
ConvNeXt-T,4,58,val,0.18308,0.93139,3e-05
ConvNeXt-T,4,59,val,0.16121,0.93535,3e-05
ConvNeXt-T,4,60,val,0.15307,0.93707,3e-05
